,PNW
181,5699.683105625881
182,5699.683105625881
183,5699.683105625881
184,5699.683105625881
185,5699.683105625881
186,5699.683105625881
187,5699.683105625881
188,5699.683105625881
189,5699.683105625881
190,5699.683105625881
191,5699.683105625881
192,5699.683105625881
193,5699.683105625881
194,5699.683105625881
195,5699.683105625881
196,5699.683105625881
197,5699.683105625881
198,5699.683105625881
199,5699.683105625881
200,5699.683105625881
201,5699.683105625881
202,5699.683105625881
203,5699.683105625881
204,5699.683105625881
205,5699.683105625881
206,5699.683105625881
207,5699.683105625881
208,5699.683105625881
209,5699.683105625881
210,5699.683105625881
211,5699.683105625881
212,5699.683105625881
213,5699.683105625881
214,5699.683105625881
215,5699.683105625881
216,5699.683105625881
217,5699.683105625881
218,5699.683105625881
219,5699.683105625881
220,5699.683105625881
221,5699.683105625881
222,5699.683105625881
223,5699.683105625881
224,5699.683105625881
225,5699.683105625881
226,5699.683105625881
227,5699.683105625881
228,5699.683105625881
229,5699.683105625881
230,5699.683105625881
231,5699.683105625881
232,5699.683105625881
233,5699.683105625881
234,5699.683105625881
235,5699.683105625881
236,5699.683105625881
237,5699.683105625881
238,5699.683105625881
239,5699.683105625881
240,5699.683105625881
241,5699.683105625881
242,5699.683105625881
243,5699.683105625881
244,5699.683105625881
245,5699.683105625881
246,5699.683105625881
247,5699.683105625881
248,5699.683105625881
249,5699.683105625881
250,5699.683105625881
251,5699.683105625881
252,5699.683105625881
253,5699.683105625881
254,5699.683105625881
255,5699.683105625881
256,5699.683105625881
257,5699.683105625881
258,5699.683105625881
259,5699.683105625881
260,5699.683105625881
261,5699.683105625881
262,5699.683105625881
263,5699.683105625881
264,5699.683105625881
265,5699.683105625881
266,5699.683105625881
267,5699.683105625881
268,5699.683105625881
269,5699.683105625881
270,5699.683105625881
271,5699.683105625881
272,5699.683105625881
273,5699.683105625881
274,5699.683105625881
275,5699.683105625881
276,5699.683105625881
277,5699.683105625881
278,5699.683105625881
279,5699.683105625881
280,5699.683105625881
281,5699.683105625881
282,5699.683105625881
283,5699.683105625881
284,5699.683105625881
285,5699.683105625881
286,5699.683105625881
287,5699.683105625881
288,5699.683105625881
289,5699.683105625881
290,5699.683105625881
291,5699.683105625881
292,5699.683105625881
293,5699.683105625881
294,5699.683105625881
295,5699.683105625881
296,5699.683105625881
297,5699.683105625881
298,5699.683105625881
299,5699.683105625881
300,5699.683105625881
301,5699.683105625881
302,5699.683105625881
303,5699.683105625881
304,5699.683105625881
305,5699.683105625881
306,5699.683105625881
307,5699.683105625881
308,5699.683105625881
309,5699.683105625881
310,5699.683105625881
311,5699.683105625881
312,5699.683105625881
313,5699.683105625881
314,5699.683105625881
315,5699.683105625881
316,5699.683105625881
317,5699.683105625881
318,5699.683105625881
319,5699.683105625881
320,5699.683105625881
321,5699.683105625881
322,5699.683105625881
323,5699.683105625881
324,5699.683105625881
325,5699.683105625881
326,5699.683105625881
327,5699.683105625881
328,5699.683105625881
329,5699.683105625881
330,5699.683105625881
331,5699.683105625881
332,5699.683105625881
333,5699.683105625881
334,5699.683105625881
335,5699.683105625881
336,5699.683105625881
337,5699.683105625881
338,5699.683105625881
339,5699.683105625881
340,5699.683105625881
341,5699.683105625881
342,5699.683105625881
343,5699.683105625881
344,5699.683105625881
345,5699.683105625881
346,5699.683105625881
347,5699.683105625881
348,5699.683105625881
349,5699.683105625881
350,5699.683105625881
351,5699.683105625881
352,5699.683105625881
353,5699.683105625881
354,5699.683105625881
355,5699.683105625881
356,5699.683105625881
357,5699.683105625881
358,5699.683105625881
359,5699.683105625881
360,5699.683105625881
361,5699.683105625881
362,5699.683105625881
363,5699.683105625881
364,5699.683105625881
365,5699.683105625881
366,5699.683105625881
367,5699.683105625881
368,5699.683105625881
369,5699.683105625881
370,5699.683105625881
371,5699.683105625881
372,5699.683105625881
373,5699.683105625881
374,5699.683105625881
375,5699.683105625881
376,5699.683105625881
377,5699.683105625881
378,5699.683105625881
379,5699.683105625881
380,5699.683105625881
381,5699.683105625881
382,5699.683105625881
383,5699.683105625881
384,5684.690521882382
385,5684.690521882382
386,5684.690521882382
387,5684.690521882382
388,5684.690521882382
389,5684.690521882382
390,5684.690521882382
391,5684.690521882382
392,5684.690521882382
393,5684.690521882382
394,5684.690521882382
395,5684.690521882382
396,5684.690521882382
397,5684.690521882382
398,5684.690521882382
399,5684.690521882382
400,5684.690521882382
401,5684.690521882382
402,5684.690521882382
403,5684.690521882382
404,5684.690521882382
405,5684.690521882382
406,5684.690521882382
407,5684.690521882382
408,5660.175188649862
409,5660.175188649862
410,5660.175188649862
411,5660.175188649862
412,5660.175188649862
413,5660.175188649862
414,5660.175188649862
415,5660.175188649862
416,5660.175188649862
417,5660.175188649862
418,5660.175188649862
419,5660.175188649862
420,5660.175188649862
421,5660.175188649862
422,5660.175188649862
423,5660.175188649862
424,5660.175188649862
425,5660.175188649862
426,5660.175188649862
427,5660.175188649862
428,5660.175188649862
429,5660.175188649862
430,5660.175188649862
431,5660.175188649862
432,5611.219462432684
433,5611.219462432684
434,5611.219462432684
435,5611.219462432684
436,5611.219462432684
437,5611.219462432684
438,5611.219462432684
439,5611.219462432684
440,5611.219462432684
441,5611.219462432684
442,5611.219462432684
443,5611.219462432684
444,5611.219462432684
445,5611.219462432684
446,5611.219462432684
447,5611.219462432684
448,5611.219462432684
449,5611.219462432684
450,5611.219462432684
451,5611.219462432684
452,5611.219462432684
453,5611.219462432684
454,5611.219462432684
455,5611.219462432684
456,5571.069027918203
457,5571.069027918203
458,5571.069027918203
459,5571.069027918203
460,5571.069027918203
461,5571.069027918203
462,5571.069027918203
463,5571.069027918203
464,5571.069027918203
465,5571.069027918203
466,5571.069027918203
467,5571.069027918203
468,5571.069027918203
469,5571.069027918203
470,5571.069027918203
471,5571.069027918203
472,5571.069027918203
473,5571.069027918203
474,5571.069027918203
475,5571.069027918203
476,5571.069027918203
477,5571.069027918203
478,5571.069027918203
479,5571.069027918203
480,5508.509931257926
481,5508.509931257926
482,5508.509931257926
483,5508.509931257926
484,5508.509931257926
485,5508.509931257926
486,5508.509931257926
487,5508.509931257926
488,5508.509931257926
489,5508.509931257926
490,5508.509931257926
491,5508.509931257926
492,5508.509931257926
493,5508.509931257926
494,5508.509931257926
495,5508.509931257926
496,5508.509931257926
497,5508.509931257926
498,5508.509931257926
499,5508.509931257926
500,5508.509931257926
501,5508.509931257926
502,5508.509931257926
503,5508.509931257926
504,5430.447944025729
505,5430.447944025729
506,5430.447944025729
507,5430.447944025729
508,5430.447944025729
509,5430.447944025729
510,5430.447944025729
511,5430.447944025729
512,5430.447944025729
513,5430.447944025729
514,5430.447944025729
515,5430.447944025729
516,5430.447944025729
517,5430.447944025729
518,5430.447944025729
519,5430.447944025729
520,5430.447944025729
521,5430.447944025729
522,5430.447944025729
523,5430.447944025729
524,5430.447944025729
525,5430.447944025729
526,5430.447944025729
527,5430.447944025729
528,5361.637867979691
529,5361.637867979691
530,5361.637867979691
531,5361.637867979691
532,5361.637867979691
533,5361.637867979691
534,5361.637867979691
535,5361.637867979691
536,5361.637867979691
537,5361.637867979691
538,5361.637867979691
539,5361.637867979691
540,5361.637867979691
541,5361.637867979691
542,5361.637867979691
543,5361.637867979691
544,5361.637867979691
545,5361.637867979691
546,5361.637867979691
547,5361.637867979691
548,5361.637867979691
549,5361.637867979691
550,5361.637867979691
551,5361.637867979691
552,5307.495969701436
553,5307.495969701436
554,5307.495969701436
555,5307.495969701436
556,5307.495969701436
557,5307.495969701436
558,5307.495969701436
559,5307.495969701436
560,5307.495969701436
561,5307.495969701436
562,5307.495969701436
563,5307.495969701436
564,5307.495969701436
565,5307.495969701436
566,5307.495969701436
567,5307.495969701436
568,5307.495969701436
569,5307.495969701436
570,5307.495969701436
571,5307.495969701436
572,5307.495969701436
573,5307.495969701436
574,5307.495969701436
575,5307.495969701436
576,5260.983141414934
577,5260.983141414934
578,5260.983141414934
579,5260.983141414934
580,5260.983141414934
581,5260.983141414934
582,5260.983141414934
583,5260.983141414934
584,5260.983141414934
585,5260.983141414934
586,5260.983141414934
587,5260.983141414934
588,5260.983141414934
589,5260.983141414934
590,5260.983141414934
591,5260.983141414934
592,5260.983141414934
593,5260.983141414934
594,5260.983141414934
595,5260.983141414934
596,5260.983141414934
597,5260.983141414934
598,5260.983141414934
599,5260.983141414934
600,5284.883519389983
601,5284.883519389983
602,5284.883519389983
603,5284.883519389983
604,5284.883519389983
605,5284.883519389983
606,5284.883519389983
607,5284.883519389983
608,5284.883519389983
609,5284.883519389983
610,5284.883519389983
611,5284.883519389983
612,5284.883519389983
613,5284.883519389983
614,5284.883519389983
615,5284.883519389983
616,5284.883519389983
617,5284.883519389983
618,5284.883519389983
619,5284.883519389983
620,5284.883519389983
621,5284.883519389983
622,5284.883519389983
623,5284.883519389983
624,5302.376233062783
625,5302.376233062783
626,5302.376233062783
627,5302.376233062783
628,5302.376233062783
629,5302.376233062783
630,5302.376233062783
631,5302.376233062783
632,5302.376233062783
633,5302.376233062783
634,5302.376233062783
635,5302.376233062783
636,5302.376233062783
637,5302.376233062783
638,5302.376233062783
639,5302.376233062783
640,5302.376233062783
641,5302.376233062783
642,5302.376233062783
643,5302.376233062783
644,5302.376233062783
645,5302.376233062783
646,5302.376233062783
647,5302.376233062783
648,5296.37299739356
649,5296.37299739356
650,5296.37299739356
651,5296.37299739356
652,5296.37299739356
653,5296.37299739356
654,5296.37299739356
655,5296.37299739356
656,5296.37299739356
657,5296.37299739356
658,5296.37299739356
659,5296.37299739356
660,5296.37299739356
661,5296.37299739356
662,5296.37299739356
663,5296.37299739356
664,5296.37299739356
665,5296.37299739356
666,5296.37299739356
667,5296.37299739356
668,5296.37299739356
669,5296.37299739356
670,5296.37299739356
671,5296.37299739356
672,5255.094219722372
673,5255.094219722372
674,5255.094219722372
675,5255.094219722372
676,5255.094219722372
677,5255.094219722372
678,5255.094219722372
679,5255.094219722372
680,5255.094219722372
681,5255.094219722372
682,5255.094219722372
683,5255.094219722372
684,5255.094219722372
685,5255.094219722372
686,5255.094219722372
687,5255.094219722372
688,5255.094219722372
689,5255.094219722372
690,5255.094219722372
691,5255.094219722372
692,5255.094219722372
693,5255.094219722372
694,5255.094219722372
695,5255.094219722372
696,5260.126430106349
697,5260.126430106349
698,5260.126430106349
699,5260.126430106349
700,5260.126430106349
701,5260.126430106349
702,5260.126430106349
703,5260.126430106349
704,5260.126430106349
705,5260.126430106349
706,5260.126430106349
707,5260.126430106349
708,5260.126430106349
709,5260.126430106349
710,5260.126430106349
711,5260.126430106349
712,5260.126430106349
713,5260.126430106349
714,5260.126430106349
715,5260.126430106349
716,5260.126430106349
717,5260.126430106349
718,5260.126430106349
719,5260.126430106349
720,5274.633784455144
721,5274.633784455144
722,5274.633784455144
723,5274.633784455144
724,5274.633784455144
725,5274.633784455144
726,5274.633784455144
727,5274.633784455144
728,5274.633784455144
729,5274.633784455144
730,5274.633784455144
731,5274.633784455144
732,5274.633784455144
733,5274.633784455144
734,5274.633784455144
735,5274.633784455144
736,5274.633784455144
737,5274.633784455144
738,5274.633784455144
739,5274.633784455144
740,5274.633784455144
741,5274.633784455144
742,5274.633784455144
743,5274.633784455144
744,5238.536574682357
745,5238.536574682357
746,5238.536574682357
747,5238.536574682357
748,5238.536574682357
749,5238.536574682357
750,5238.536574682357
751,5238.536574682357
752,5238.536574682357
753,5238.536574682357
754,5238.536574682357
755,5238.536574682357
756,5238.536574682357
757,5238.536574682357
758,5238.536574682357
759,5238.536574682357
760,5238.536574682357
761,5238.536574682357
762,5238.536574682357
763,5238.536574682357
764,5238.536574682357
765,5238.536574682357
766,5238.536574682357
767,5238.536574682357
768,5217.006042667604
769,5217.006042667604
770,5217.006042667604
771,5217.006042667604
772,5217.006042667604
773,5217.006042667604
774,5217.006042667604
775,5217.006042667604
776,5217.006042667604
777,5217.006042667604
778,5217.006042667604
779,5217.006042667604
780,5217.006042667604
781,5217.006042667604
782,5217.006042667604
783,5217.006042667604
784,5217.006042667604
785,5217.006042667604
786,5217.006042667604
787,5217.006042667604
788,5217.006042667604
789,5217.006042667604
790,5217.006042667604
791,5217.006042667604
792,5262.721790398907
793,5262.721790398907
794,5262.721790398907
795,5262.721790398907
796,5262.721790398907
797,5262.721790398907
798,5262.721790398907
799,5262.721790398907
800,5262.721790398907
801,5262.721790398907
802,5262.721790398907
803,5262.721790398907
804,5262.721790398907
805,5262.721790398907
806,5262.721790398907
807,5262.721790398907
808,5262.721790398907
809,5262.721790398907
810,5262.721790398907
811,5262.721790398907
812,5262.721790398907
813,5262.721790398907
814,5262.721790398907
815,5262.721790398907
816,5258.090834809213
817,5258.090834809213
818,5258.090834809213
819,5258.090834809213
820,5258.090834809213
821,5258.090834809213
822,5258.090834809213
823,5258.090834809213
824,5258.090834809213
825,5258.090834809213
826,5258.090834809213
827,5258.090834809213
828,5258.090834809213
829,5258.090834809213
830,5258.090834809213
831,5258.090834809213
832,5258.090834809213
833,5258.090834809213
834,5258.090834809213
835,5258.090834809213
836,5258.090834809213
837,5258.090834809213
838,5258.090834809213
839,5258.090834809213
840,5237.053394825167
841,5237.053394825167
842,5237.053394825167
843,5237.053394825167
844,5237.053394825167
845,5237.053394825167
846,5237.053394825167
847,5237.053394825167
848,5237.053394825167
849,5237.053394825167
850,5237.053394825167
851,5237.053394825167
852,5237.053394825167
853,5237.053394825167
854,5237.053394825167
855,5237.053394825167
856,5237.053394825167
857,5237.053394825167
858,5237.053394825167
859,5237.053394825167
860,5237.053394825167
861,5237.053394825167
862,5237.053394825167
863,5237.053394825167
864,5217.120009028059
865,5217.120009028059
866,5217.120009028059
867,5217.120009028059
868,5217.120009028059
869,5217.120009028059
870,5217.120009028059
871,5217.120009028059
872,5217.120009028059
873,5217.120009028059
874,5217.120009028059
875,5217.120009028059
876,5217.120009028059
877,5217.120009028059
878,5217.120009028059
879,5217.120009028059
880,5217.120009028059
881,5217.120009028059
882,5217.120009028059
883,5217.120009028059
884,5217.120009028059
885,5217.120009028059
886,5217.120009028059
887,5217.120009028059
888,5169.220571296558
889,5169.220571296558
890,5169.220571296558
891,5169.220571296558
892,5169.220571296558
893,5169.220571296558
894,5169.220571296558
895,5169.220571296558
896,5169.220571296558
897,5169.220571296558
898,5169.220571296558
899,5169.220571296558
900,5169.220571296558
901,5169.220571296558
902,5169.220571296558
903,5169.220571296558
904,5169.220571296558
905,5169.220571296558
906,5169.220571296558
907,5169.220571296558
908,5169.220571296558
909,5169.220571296558
910,5169.220571296558
911,5169.220571296558
912,5170.097054484524
913,5170.097054484524
914,5170.097054484524
915,5170.097054484524
916,5170.097054484524
917,5170.097054484524
918,5170.097054484524
919,5170.097054484524
920,5170.097054484524
921,5170.097054484524
922,5170.097054484524
923,5170.097054484524
924,5170.097054484524
925,5170.097054484524
926,5170.097054484524
927,5170.097054484524
928,5170.097054484524
929,5170.097054484524
930,5170.097054484524
931,5170.097054484524
932,5170.097054484524
933,5170.097054484524
934,5170.097054484524
935,5170.097054484524
936,5169.340656899072
937,5169.340656899072
938,5169.340656899072
939,5169.340656899072
940,5169.340656899072
941,5169.340656899072
942,5169.340656899072
943,5169.340656899072
944,5169.340656899072
945,5169.340656899072
946,5169.340656899072
947,5169.340656899072
948,5169.340656899072
949,5169.340656899072
950,5169.340656899072
951,5169.340656899072
952,5169.340656899072
953,5169.340656899072
954,5169.340656899072
955,5169.340656899072
956,5169.340656899072
957,5169.340656899072
958,5169.340656899072
959,5169.340656899072
960,5161.667666617382
961,5161.667666617382
962,5161.667666617382
963,5161.667666617382
964,5161.667666617382
965,5161.667666617382
966,5161.667666617382
967,5161.667666617382
968,5161.667666617382
969,5161.667666617382
970,5161.667666617382
971,5161.667666617382
972,5161.667666617382
973,5161.667666617382
974,5161.667666617382
975,5161.667666617382
976,5161.667666617382
977,5161.667666617382
978,5161.667666617382
979,5161.667666617382
980,5161.667666617382
981,5161.667666617382
982,5161.667666617382
983,5161.667666617382
984,5124.166098621023
985,5124.166098621023
986,5124.166098621023
987,5124.166098621023
988,5124.166098621023
989,5124.166098621023
990,5124.166098621023
991,5124.166098621023
992,5124.166098621023
993,5124.166098621023
994,5124.166098621023
995,5124.166098621023
996,5124.166098621023
997,5124.166098621023
998,5124.166098621023
999,5124.166098621023
1000,5124.166098621023
1001,5124.166098621023
1002,5124.166098621023
1003,5124.166098621023
1004,5124.166098621023
1005,5124.166098621023
1006,5124.166098621023
1007,5124.166098621023
1008,5112.467336053492
1009,5112.467336053492
1010,5112.467336053492
1011,5112.467336053492
1012,5112.467336053492
1013,5112.467336053492
1014,5112.467336053492
1015,5112.467336053492
1016,5112.467336053492
1017,5112.467336053492
1018,5112.467336053492
1019,5112.467336053492
1020,5112.467336053492
1021,5112.467336053492
1022,5112.467336053492
1023,5112.467336053492
1024,5112.467336053492
1025,5112.467336053492
1026,5112.467336053492
1027,5112.467336053492
1028,5112.467336053492
1029,5112.467336053492
1030,5112.467336053492
1031,5112.467336053492
1032,5088.336414016245
1033,5088.336414016245
1034,5088.336414016245
1035,5088.336414016245
1036,5088.336414016245
1037,5088.336414016245
1038,5088.336414016245
1039,5088.336414016245
1040,5088.336414016245
1041,5088.336414016245
1042,5088.336414016245
1043,5088.336414016245
1044,5088.336414016245
1045,5088.336414016245
1046,5088.336414016245
1047,5088.336414016245
1048,5088.336414016245
1049,5088.336414016245
1050,5088.336414016245
1051,5088.336414016245
1052,5088.336414016245
1053,5088.336414016245
1054,5088.336414016245
1055,5088.336414016245
1056,5086.451750775125
1057,5086.451750775125
1058,5086.451750775125
1059,5086.451750775125
1060,5086.451750775125
1061,5086.451750775125
1062,5086.451750775125
1063,5086.451750775125
1064,5086.451750775125
1065,5086.451750775125
1066,5086.451750775125
1067,5086.451750775125
1068,5086.451750775125
1069,5086.451750775125
1070,5086.451750775125
1071,5086.451750775125
1072,5086.451750775125
1073,5086.451750775125
1074,5086.451750775125
1075,5086.451750775125
1076,5086.451750775125
1077,5086.451750775125
1078,5086.451750775125
1079,5086.451750775125
1080,5084.41442812911
1081,5084.41442812911
1082,5084.41442812911
1083,5084.41442812911
1084,5084.41442812911
1085,5084.41442812911
1086,5084.41442812911
1087,5084.41442812911
1088,5084.41442812911
1089,5084.41442812911
1090,5084.41442812911
1091,5084.41442812911
1092,5084.41442812911
1093,5084.41442812911
1094,5084.41442812911
1095,5084.41442812911
1096,5084.41442812911
1097,5084.41442812911
1098,5084.41442812911
1099,5084.41442812911
1100,5084.41442812911
1101,5084.41442812911
1102,5084.41442812911
1103,5084.41442812911
1104,5087.154349936388
1105,5087.154349936388
1106,5087.154349936388
1107,5087.154349936388
1108,5087.154349936388
1109,5087.154349936388
1110,5087.154349936388
1111,5087.154349936388
1112,5087.154349936388
1113,5087.154349936388
1114,5087.154349936388
1115,5087.154349936388
1116,5087.154349936388
1117,5087.154349936388
1118,5087.154349936388
1119,5087.154349936388
1120,5087.154349936388
1121,5087.154349936388
1122,5087.154349936388
1123,5087.154349936388
1124,5087.154349936388
1125,5087.154349936388
1126,5087.154349936388
1127,5087.154349936388
1128,5112.409233124718
1129,5112.409233124718
1130,5112.409233124718
1131,5112.409233124718
1132,5112.409233124718
1133,5112.409233124718
1134,5112.409233124718
1135,5112.409233124718
1136,5112.409233124718
1137,5112.409233124718
1138,5112.409233124718
1139,5112.409233124718
1140,5112.409233124718
1141,5112.409233124718
1142,5112.409233124718
1143,5112.409233124718
1144,5112.409233124718
1145,5112.409233124718
1146,5112.409233124718
1147,5112.409233124718
1148,5112.409233124718
1149,5112.409233124718
1150,5112.409233124718
1151,5112.409233124718
1152,5125.400716120335
1153,5125.400716120335
1154,5125.400716120335
1155,5125.400716120335
1156,5125.400716120335
1157,5125.400716120335
1158,5125.400716120335
1159,5125.400716120335
1160,5125.400716120335
1161,5125.400716120335
1162,5125.400716120335
1163,5125.400716120335
1164,5125.400716120335
1165,5125.400716120335
1166,5125.400716120335
1167,5125.400716120335
1168,5125.400716120335
1169,5125.400716120335
1170,5125.400716120335
1171,5125.400716120335
1172,5125.400716120335
1173,5125.400716120335
1174,5125.400716120335
1175,5125.400716120335
1176,5086.687914714889
1177,5086.687914714889
1178,5086.687914714889
1179,5086.687914714889
1180,5086.687914714889
1181,5086.687914714889
1182,5086.687914714889
1183,5086.687914714889
1184,5086.687914714889
1185,5086.687914714889
1186,5086.687914714889
1187,5086.687914714889
1188,5086.687914714889
1189,5086.687914714889
1190,5086.687914714889
1191,5086.687914714889
1192,5086.687914714889
1193,5086.687914714889
1194,5086.687914714889
1195,5086.687914714889
1196,5086.687914714889
1197,5086.687914714889
1198,5086.687914714889
1199,5086.687914714889
1200,5106.353892265609
1201,5106.353892265609
1202,5106.353892265609
1203,5106.353892265609
1204,5106.353892265609
1205,5106.353892265609
1206,5106.353892265609
1207,5106.353892265609
1208,5106.353892265609
1209,5106.353892265609
1210,5106.353892265609
1211,5106.353892265609
1212,5106.353892265609
1213,5106.353892265609
1214,5106.353892265609
1215,5106.353892265609
1216,5106.353892265609
1217,5106.353892265609
1218,5106.353892265609
1219,5106.353892265609
1220,5106.353892265609
1221,5106.353892265609
1222,5106.353892265609
1223,5106.353892265609
1224,5108.141230847878
1225,5108.141230847878
1226,5108.141230847878
1227,5108.141230847878
1228,5108.141230847878
1229,5108.141230847878
1230,5108.141230847878
1231,5108.141230847878
1232,5108.141230847878
1233,5108.141230847878
1234,5108.141230847878
1235,5108.141230847878
1236,5108.141230847878
1237,5108.141230847878
1238,5108.141230847878
1239,5108.141230847878
1240,5108.141230847878
1241,5108.141230847878
1242,5108.141230847878
1243,5108.141230847878
1244,5108.141230847878
1245,5108.141230847878
1246,5108.141230847878
1247,5108.141230847878
1248,5085.613518236575
1249,5085.613518236575
1250,5085.613518236575
1251,5085.613518236575
1252,5085.613518236575
1253,5085.613518236575
1254,5085.613518236575
1255,5085.613518236575
1256,5085.613518236575
1257,5085.613518236575
1258,5085.613518236575
1259,5085.613518236575
1260,5085.613518236575
1261,5085.613518236575
1262,5085.613518236575
1263,5085.613518236575
1264,5085.613518236575
1265,5085.613518236575
1266,5085.613518236575
1267,5085.613518236575
1268,5085.613518236575
1269,5085.613518236575
1270,5085.613518236575
1271,5085.613518236575
1272,5070.682244285355
1273,5070.682244285355
1274,5070.682244285355
1275,5070.682244285355
1276,5070.682244285355
1277,5070.682244285355
1278,5070.682244285355
1279,5070.682244285355
1280,5070.682244285355
1281,5070.682244285355
1282,5070.682244285355
1283,5070.682244285355
1284,5070.682244285355
1285,5070.682244285355
1286,5070.682244285355
1287,5070.682244285355
1288,5070.682244285355
1289,5070.682244285355
1290,5070.682244285355
1291,5070.682244285355
1292,5070.682244285355
1293,5070.682244285355
1294,5070.682244285355
1295,5070.682244285355
1296,5061.862701587557
1297,5061.862701587557
1298,5061.862701587557
1299,5061.862701587557
1300,5061.862701587557
1301,5061.862701587557
1302,5061.862701587557
1303,5061.862701587557
1304,5061.862701587557
1305,5061.862701587557
1306,5061.862701587557
1307,5061.862701587557
1308,5061.862701587557
1309,5061.862701587557
1310,5061.862701587557
1311,5061.862701587557
1312,5061.862701587557
1313,5061.862701587557
1314,5061.862701587557
1315,5061.862701587557
1316,5061.862701587557
1317,5061.862701587557
1318,5061.862701587557
1319,5061.862701587557
1320,4987.530531033725
1321,4987.530531033725
1322,4987.530531033725
1323,4987.530531033725
1324,4987.530531033725
1325,4987.530531033725
1326,4987.530531033725
1327,4987.530531033725
1328,4987.530531033725
1329,4987.530531033725
1330,4987.530531033725
1331,4987.530531033725
1332,4987.530531033725
1333,4987.530531033725
1334,4987.530531033725
1335,4987.530531033725
1336,4987.530531033725
1337,4987.530531033725
1338,4987.530531033725
1339,4987.530531033725
1340,4987.530531033725
1341,4987.530531033725
1342,4987.530531033725
1343,4987.530531033725
1344,4917.019167729787
1345,4917.019167729787
1346,4917.019167729787
1347,4917.019167729787
1348,4917.019167729787
1349,4917.019167729787
1350,4917.019167729787
1351,4917.019167729787
1352,4917.019167729787
1353,4917.019167729787
1354,4917.019167729787
1355,4917.019167729787
1356,4917.019167729787
1357,4917.019167729787
1358,4917.019167729787
1359,4917.019167729787
1360,4917.019167729787
1361,4917.019167729787
