Year,Month,Day,Hour,reserves
2010,1,16,14,711.9403831
2010,1,16,15,726.8021129
2010,1,16,16,769.7296676
2010,1,16,17,811.7712758
2010,1,16,18,803.8363557
2010,1,16,19,782.5153091
2010,1,16,20,752.1576653
2010,1,16,21,701.5510039
2010,1,16,22,649.2491576
2010,1,16,23,649.2395344
2010,1,17,0,614.229254
2010,1,17,1,592.6427991
2010,1,17,2,586.5634412
2010,1,17,3,583.2001433
2010,1,17,4,553.0741521
2010,1,17,5,577.956167
2010,1,17,6,636.8442988
2010,1,17,7,690.7013935
2010,1,17,8,714.1026477
2010,1,17,9,720.9767777
2010,1,17,10,714.9453581
2010,1,17,11,705.7835632
2010,1,17,12,698.3517325
2010,1,17,13,688.642252
2010,1,17,14,677.1952662
2010,1,17,15,686.726243
2010,1,17,16,724.9899335
2010,1,17,17,788.2523941
2010,1,17,18,781.1405591
2010,1,17,19,758.5971588
2010,1,17,20,729.1485599
2010,1,17,21,684.8041445
2010,1,17,22,668.3321199
2010,1,17,23,620.2987429
2010,1,18,0,592.8366671
2010,1,18,1,583.646754
2010,1,18,2,570.4176686
2010,1,18,3,567.5992911
2010,1,18,4,555.7712199
2010,1,18,5,609.3070963
2010,1,18,6,699.3546394
2010,1,18,7,758.9223467
2010,1,18,8,768.0891737
2010,1,18,9,761.9332119
2010,1,18,10,755.2547474
2010,1,18,11,735.0513777
2010,1,18,12,722.674959
2010,1,18,13,708.7772606
2010,1,18,14,702.9344615
2010,1,18,15,711.8136963
2010,1,18,16,758.400825
2010,1,18,17,828.5618313
2010,1,18,18,837.8565542
2010,1,18,19,822.0352546
2010,1,18,20,787.0018443
2010,1,18,21,724.4981717
2010,1,18,22,654.0145067
2010,1,18,23,601.8288823
2010,1,19,0,569.880178
2010,1,19,1,555.1694967
2010,1,19,2,552.5238376
2010,1,19,3,558.1380251
2010,1,19,4,583.0355504
2010,1,19,5,653.6963754
2010,1,19,6,783.9977633
2010,1,19,7,849.4505516
2010,1,19,8,817.3364367
2010,1,19,9,786.3292736
2010,1,19,10,763.8623689
2010,1,19,11,742.0056845
2010,1,19,12,725.4135092
2010,1,19,13,711.3140308
2010,1,19,14,702.4772205
2010,1,19,15,717.4112562
2010,1,19,16,764.9283444
2010,1,19,17,835.7618481
2010,1,19,18,844.7431627
2010,1,19,19,826.4611073
2010,1,19,20,791.2056816
2010,1,19,21,737.4240332
2010,1,19,22,680.9321475
2010,1,19,23,630.2597265
2010,1,20,0,598.8238194
2010,1,20,1,586.0560142
2010,1,20,2,581.3472023
2010,1,20,3,582.0508912
2010,1,20,4,603.273815
2010,1,20,5,654.6461803
2010,1,20,6,726.5528634
2010,1,20,7,784.335776
2010,1,20,8,800.5357081
2010,1,20,9,806.0615747
2010,1,20,10,794.3419614
2010,1,20,11,774.2848992
2010,1,20,12,766.4572129
2010,1,20,13,753.6019947
2010,1,20,14,744.0931693
2010,1,20,15,755.8332419
2010,1,20,16,800.3402456
2010,1,20,17,846.3272627
2010,1,20,18,834.9903996
2010,1,20,19,811.6773251
2010,1,20,20,775.1131776
2010,1,20,21,725.9845195
2010,1,20,22,666.0551404
2010,1,20,23,620.8206994
2010,1,21,0,585.2880828
2010,1,21,1,568.7304432
2010,1,21,2,557.9935998
2010,1,21,3,557.8051598
2010,1,21,4,572.5431498
2010,1,21,5,612.1496253
2010,1,21,6,665.6633883
2010,1,21,7,713.235246
2010,1,21,8,718.1659158
2010,1,21,9,721.8077233
2010,1,21,10,716.9607426
2010,1,21,11,699.4219723
2010,1,21,12,684.7266405
2010,1,21,13,666.2732392
2010,1,21,14,654.0546784
2010,1,21,15,658.1258533
2010,1,21,16,686.936212
2010,1,21,17,753.9711091
2010,1,21,18,761.7513884
2010,1,21,19,744.4331578
2010,1,21,20,724.492715
2010,1,21,21,691.9998418
2010,1,21,22,643.839873
2010,1,21,23,604.1077882
2010,1,22,0,583.6287362
2010,1,22,1,571.8299878
2010,1,22,2,566.3577394
2010,1,22,3,568.2473304
2010,1,22,4,589.554939
2010,1,22,5,643.6756323
2010,1,22,6,726.6778803
2010,1,22,7,789.1951222
2010,1,22,8,800.6375755
2010,1,22,9,808.7501371
2010,1,22,10,807.2093366
2010,1,22,11,794.6257121
2010,1,22,12,776.0164238
2010,1,22,13,760.5979616
2010,1,22,14,753.6102343
2010,1,22,15,749.6738099
2010,1,22,16,781.054356
2010,1,22,17,822.9587409
2010,1,22,18,804.6560475
2010,1,22,19,777.0277084
2010,1,22,20,738.9112521
2010,1,22,21,691.3197241
2010,1,22,22,647.7566664
2010,1,22,23,604.4894187
2010,1,23,0,566.631555
2010,1,23,1,548.9069721
2010,1,23,2,543.1057078
2010,1,23,3,542.3997327
2010,1,23,4,552.3778288
2010,1,23,5,579.9431682
2010,1,23,6,625.9902595
2010,1,23,7,679.688236
2010,1,23,8,711.4755803
2010,1,23,9,719.2223904
2010,1,23,10,710.0081675
2010,1,23,11,691.9448661
2010,1,23,12,670.130192
2010,1,23,13,648.7954915
2010,1,23,14,633.7981879
2010,1,23,15,634.1258606
2010,1,23,16,660.4029072
2010,1,23,17,729.0832579
2010,1,23,18,736.7444716
2010,1,23,19,721.3084244
2010,1,23,20,701.0777284
2010,1,23,21,673.6388534
2010,1,23,22,618.0774358
2010,1,23,23,582.063935
2010,1,24,0,555.5080306
2010,1,24,1,546.7492928
2010,1,24,2,538.9945515
2010,1,24,3,541.9782082
2010,1,24,4,549.2242509
2010,1,24,5,574.880017
2010,1,24,6,621.6065544
2010,1,24,7,674.9755416
2010,1,24,8,703.6747966
2010,1,24,9,719.1435595
2010,1,24,10,727.6445329
2010,1,24,11,730.8480036
2010,1,24,12,739.8298081
2010,1,24,13,741.7704314
2010,1,24,14,741.6059207
2010,1,24,15,747.8452797
2010,1,24,16,763.0446839
2010,1,24,17,798.6203696
2010,1,24,18,794.8883462
2010,1,24,19,776.2112851
2010,1,24,20,748.3796313
2010,1,24,21,699.6614257
2010,1,24,22,639.8638692
2010,1,24,23,588.9929738
2010,1,25,0,553.1970767
2010,1,25,1,536.0274068
2010,1,25,2,537.329723
2010,1,25,3,543.5100382
2010,1,25,4,566.7544466
2010,1,25,5,625.8141937
2010,1,25,6,721.2156074
2010,1,25,7,774.7028667
2010,1,25,8,750.6327735
2010,1,25,9,733.6209879
2010,1,25,10,726.6229569
2010,1,25,11,708.7741238
2010,1,25,12,701.5770378
2010,1,25,13,698.0535052
2010,1,25,14,696.762675
2010,1,25,15,702.1252637
2010,1,25,16,725.5947722
2010,1,25,17,783.5848807
2010,1,25,18,790.7366964
2010,1,25,19,773.2795552
2010,1,25,20,744.7068517
2010,1,25,21,701.9282652
2010,1,25,22,647.8788431
2010,1,25,23,599.1817625
2010,1,26,0,570.564565
2010,1,26,1,553.8314149
2010,1,26,2,549.2213425
2010,1,26,3,556.9463821
2010,1,26,4,581.7616078
2010,1,26,5,646.0469321
2010,1,26,6,745.5210665
2010,1,26,7,799.9094491
2010,1,26,8,774.4694061
2010,1,26,9,742.228099
2010,1,26,10,719.0324139
2010,1,26,11,697.9637745
2010,1,26,12,686.4364391
2010,1,26,13,677.6492162
2010,1,26,14,674.3014826
2010,1,26,15,671.6226436
2010,1,26,16,694.6861378
2010,1,26,17,750.309403
2010,1,26,18,760.454354
2010,1,26,19,744.9248895
2010,1,26,20,723.7643914
2010,1,26,21,687.9296531
2010,1,26,22,641.4646296
2010,1,26,23,597.4690069
2010,1,27,0,568.0152123
2010,1,27,1,552.8999583
2010,1,27,2,550.0418063
2010,1,27,3,552.2906332
2010,1,27,4,568.4773618
2010,1,27,5,609.7808325
2010,1,27,6,671.3195122
2010,1,27,7,719.1056865
2010,1,27,8,720.8958297
2010,1,27,9,722.2937665
2010,1,27,10,705.9624972
2010,1,27,11,692.9196939
2010,1,27,12,675.9085262
2010,1,27,13,658.9792555
2010,1,27,14,651.5110594
2010,1,27,15,654.3992159
2010,1,27,16,676.7958634
2010,1,27,17,726.6970137
2010,1,27,18,734.6524976
2010,1,27,19,718.0638003
2010,1,27,20,698.9269607
2010,1,27,21,666.9424273
2010,1,27,22,622.8025702
2010,1,27,23,583.4587327
2010,1,28,0,557.4493475
2010,1,28,1,545.9824084
2010,1,28,2,538.2017006
2010,1,28,3,540.5851359
2010,1,28,4,553.5982081
2010,1,28,5,591.9754376
2010,1,28,6,646.1733781
2010,1,28,7,686.449692
2010,1,28,8,691.5399154
2010,1,28,9,689.4761656
2010,1,28,10,683.6740729
2010,1,28,11,675.0257551
2010,1,28,12,658.6703387
2010,1,28,13,645.644261
2010,1,28,14,638.0479078
2010,1,28,15,646.8633098
2010,1,28,16,675.1699518
2010,1,28,17,723.4191427
2010,1,28,18,734.0235264
2010,1,28,19,720.4831504
2010,1,28,20,702.8633817
2010,1,28,21,667.0597887
2010,1,28,22,616.8075253
2010,1,28,23,574.0881813
2010,1,29,0,547.9803219
2010,1,29,1,536.4616194
2010,1,29,2,529.2134525
2010,1,29,3,532.9716628
2010,1,29,4,560.6432791
2010,1,29,5,618.5226729
2010,1,29,6,710.9531092
2010,1,29,7,773.0186531
2010,1,29,8,763.1317946
2010,1,29,9,745.4460096
2010,1,29,10,726.5233614
2010,1,29,11,706.4482966
2010,1,29,12,687.0050174
2010,1,29,13,671.617563
2010,1,29,14,659.6772255
2010,1,29,15,658.9934312
2010,1,29,16,680.0188569
2010,1,29,17,740.5365397
2010,1,29,18,747.8673067
2010,1,29,19,724.6966678
2010,1,29,20,700.9499114
2010,1,29,21,670.2102906
2010,1,29,22,637.569186
2010,1,29,23,594.6343373
2010,1,30,0,563.7569005
2010,1,30,1,549.51252
2010,1,30,2,542.6556476
2010,1,30,3,542.0212058
2010,1,30,4,551.5255289
2010,1,30,5,575.5062947
2010,1,30,6,627.9671558
2010,1,30,7,685.7193555
2010,1,30,8,713.210856
2010,1,30,9,722.5202933
2010,1,30,10,723.1038642
2010,1,30,11,711.8460036
2010,1,30,12,699.4628831
2010,1,30,13,685.6969718
2010,1,30,14,675.4423963
2010,1,30,15,675.6657769
2010,1,30,16,694.4600947
2010,1,30,17,743.4285834
2010,1,30,18,744.0774415
2010,1,30,19,722.016123
2010,1,30,20,691.0839559
2010,1,30,21,652.7097881
2010,1,30,22,614.3899418
2010,1,30,23,574.0937867
2010,1,31,0,545.7278388
2010,1,31,1,531.7401916
2010,1,31,2,527.0202809
2010,1,31,3,526.8841831
2010,1,31,4,535.8403285
2010,1,31,5,564.4627176
2010,1,31,6,611.5259083
2010,1,31,7,667.6169423
2010,1,31,8,694.1597456
2010,1,31,9,698.5193258
2010,1,31,10,691.5974382
2010,1,31,11,680.8069296
2010,1,31,12,668.5085222
2010,1,31,13,659.0834406
2010,1,31,14,649.6892402
2010,1,31,15,651.340063
2010,1,31,16,673.1281756
2010,1,31,17,729.879152
2010,1,31,18,744.2537939
2010,1,31,19,731.5132281
2010,1,31,20,701.899944
2010,1,31,21,661.252748
2010,1,31,22,608.3054071
2010,1,31,23,565.2248703
2010,2,1,0,552.2432589
2010,2,1,1,535.8325722
2010,2,1,2,535.5148424
2010,2,1,3,542.7930075
2010,2,1,4,572.3417512
2010,2,1,5,638.5155146
2010,2,1,6,745.5413687
2010,2,1,7,808.0285788
2010,2,1,8,793.3469149
2010,2,1,9,771.6108374
2010,2,1,10,763.2189186
2010,2,1,11,760.8468988
2010,2,1,12,759.2128314
2010,2,1,13,749.4035791
2010,2,1,14,745.3723618
2010,2,1,15,758.7205982
2010,2,1,16,786.1083702
2010,2,1,17,840.9067595
2010,2,1,18,846.0539932
2010,2,1,19,821.125585
2010,2,1,20,786.9363149
2010,2,1,21,724.0991658
2010,2,1,22,661.3307134
2010,2,1,23,608.374276
2010,2,2,0,578.4071301
2010,2,2,1,563.1717841
2010,2,2,2,554.3617965
2010,2,2,3,556.486394
2010,2,2,4,579.8317216
2010,2,2,5,645.2205882
2010,2,2,6,746.9422008
2010,2,2,7,803.0887234
2010,2,2,8,782.0759017
2010,2,2,9,759.5186031
2010,2,2,10,739.7858611
2010,2,2,11,711.9877159
2010,2,2,12,703.9316062
2010,2,2,13,685.6239869
2010,2,2,14,691.2294742
2010,2,2,15,692.5217212
2010,2,2,16,715.9442245
2010,2,2,17,775.3008968
2010,2,2,18,789.1926381
2010,2,2,19,768.4719026
2010,2,2,20,738.7985043
2010,2,2,21,698.0143937
2010,2,2,22,650.0418772
2010,2,2,23,606.881661
2010,2,3,0,573.1968726
2010,2,3,1,555.2946373
2010,2,3,2,547.2203404
2010,2,3,3,551.3755044
2010,2,3,4,570.9888242
2010,2,3,5,613.9556674
2010,2,3,6,675.4534778
2010,2,3,7,723.3326124
2010,2,3,8,733.5033997
2010,2,3,9,745.4383027
2010,2,3,10,737.6179201
2010,2,3,11,727.3459248
2010,2,3,12,713.808377
2010,2,3,13,700.6054998
2010,2,3,14,693.0878039
2010,2,3,15,695.4491086
2010,2,3,16,715.0278665
2010,2,3,17,770.3496066
2010,2,3,18,780.6340245
2010,2,3,19,754.4326961
2010,2,3,20,723.6030953
2010,2,3,21,690.1994565
2010,2,3,22,645.4981894
2010,2,3,23,600.8777403
2010,2,4,0,567.6202289
2010,2,4,1,548.1979726
2010,2,4,2,539.3465594
2010,2,4,3,536.917665
2010,2,4,4,552.0602643
2010,2,4,5,587.4900958
2010,2,4,6,645.7739661
2010,2,4,7,685.6474066
2010,2,4,8,697.0723921
2010,2,4,9,703.6328913
2010,2,4,10,693.1303612
2010,2,4,11,686.1773527
2010,2,4,12,676.9580231
2010,2,4,13,670.7005081
2010,2,4,14,666.0324257
2010,2,4,15,672.2537987
2010,2,4,16,694.4816772
2010,2,4,17,752.8403233
2010,2,4,18,770.8298467
2010,2,4,19,758.1479809
2010,2,4,20,731.3757611
2010,2,4,21,686.1483439
2010,2,4,22,635.2666098
2010,2,4,23,588.3834575
2010,2,5,0,558.4239301
2010,2,5,1,541.9146496
2010,2,5,2,542.4116359
2010,2,5,3,543.2823939
2010,2,5,4,565.7831788
2010,2,5,5,624.5251975
2010,2,5,6,724.5163535
2010,2,5,7,781.4732382
2010,2,5,8,762.8405552
2010,2,5,9,736.8986021
2010,2,5,10,717.3444543
2010,2,5,11,692.9267194
2010,2,5,12,672.7819526
2010,2,5,13,656.8607225
2010,2,5,14,637.5591134
2010,2,5,15,628.8294
2010,2,5,16,642.9436913
2010,2,5,17,705.7675709
2010,2,5,18,736.6733968
2010,2,5,19,725.7411216
2010,2,5,20,706.9890127
2010,2,5,21,677.5696498
2010,2,5,22,633.3854981
2010,2,5,23,593.6561039
2010,2,6,0,561.5505728
2010,2,6,1,548.8241338
2010,2,6,2,542.1493178
2010,2,6,3,544.7188164
2010,2,6,4,558.2732471
2010,2,6,5,596.7244516
2010,2,6,6,661.744248
2010,2,6,7,718.5215598
2010,2,6,8,744.0668875
2010,2,6,9,740.5542658
2010,2,6,10,722.7881876
2010,2,6,11,693.5247113
2010,2,6,12,668.8026049
2010,2,6,13,640.179921
2010,2,6,14,624.2268571
2010,2,6,15,626.1910173
2010,2,6,16,651.3411245
2010,2,6,17,711.1584823
2010,2,6,18,728.4753684
2010,2,6,19,716.4321409
2010,2,6,20,690.8204557
2010,2,6,21,657.1913309
2010,2,6,22,614.1753232
2010,2,6,23,572.6307392
2010,2,7,0,553.1731273
2010,2,7,1,529.9715738
2010,2,7,2,524.8873482
2010,2,7,3,526.9646704
2010,2,7,4,541.6013882
2010,2,7,5,571.5158424
2010,2,7,6,630.3149763
2010,2,7,7,691.4519505
2010,2,7,8,717.1278398
2010,2,7,9,721.3887698
2010,2,7,10,710.8227198
2010,2,7,11,698.765213
2010,2,7,12,685.8836843
2010,2,7,13,667.2219852
2010,2,7,14,647.0845889
2010,2,7,15,629.6728454
2010,2,7,16,624.6553209
2010,2,7,17,671.4851773
2010,2,7,18,700.7214482
2010,2,7,19,721.4192965
2010,2,7,20,715.4139048
2010,2,7,21,677.0446951
2010,2,7,22,624.36729
2010,2,7,23,579.4845652
2010,2,8,0,550.6893285
2010,2,8,1,539.7488807
2010,2,8,2,537.6783139
2010,2,8,3,545.7567384
2010,2,8,4,574.3520547
2010,2,8,5,648.5284193
2010,2,8,6,774.561322
2010,2,8,7,837.2054901
2010,2,8,8,817.1267369
2010,2,8,9,780.8442858
2010,2,8,10,753.1623901
2010,2,8,11,723.4848161
2010,2,8,12,703.0054771
2010,2,8,13,685.1803094
2010,2,8,14,673.2532014
2010,2,8,15,670.5604103
2010,2,8,16,688.3002528
2010,2,8,17,766.0434748
2010,2,8,18,802.3903906
2010,2,8,19,791.3317425
2010,2,8,20,768.0898845
2010,2,8,21,716.0903221
2010,2,8,22,656.7216925
2010,2,8,23,605.5183558
2010,2,9,0,575.8171343
