,BPA,PNW,SDGE,SCE,PGE_valley,PGE_bay
33,7544.436507665552,22449.10470085546,2093.049214720458,10577.390066206304,5635.414127067778,4759.2813947752065
34,7420.989319917891,21701.27505914979,2130.8850377111567,10832.724729316169,5901.889005968982,4797.608632583502
35,7224.497711035077,21015.05707647632,2132.2318164681496,11048.751576803126,5933.488869708828,4661.483429617568
36,6992.094257506204,20343.024609909924,2116.220964893743,11069.219781042531,5868.576584688469,4609.415448544248
37,6795.116999982708,19794.36429250368,2100.4223792821263,10973.682958329753,5738.408465868942,4522.27132990793
38,6661.452032689303,19420.62274633169,2084.900158374758,10797.099330514357,5650.784265366439,4564.067403145568
39,6713.091335998075,19787.66762175751,2078.7192038544677,10704.009751262807,5657.06992409233,4503.787440511413
40,7040.067720957719,21493.538103620493,2106.5468803761255,10625.351223996977,5656.83464755264,4664.0813298438625
41,7425.125953053234,23415.376541924856,2282.4897141348592,11034.873328019103,6254.739097797691,4789.480147772573
42,7431.592102058415,23508.413697691572,2574.839301438925,12431.551743638058,7095.407293355736,5293.269455768853
43,7322.14208219377,23107.06749978514,2681.386890457794,12558.174120203794,7226.379149314999,5253.852424056029
44,7136.459133290585,22346.32363153486,2628.2734343348793,12433.779398030376,7104.70961988087,5146.442956244706
45,6834.7552180778,20847.76998902539,2547.5534668368227,12299.435005406738,6897.239771197333,4899.38815938163
46,6411.874149092133,18813.856455621724,2429.146831432045,11810.03574354051,6483.018026871203,4649.518841095835
47,6058.910901795588,17406.402591940452,2227.1260744319875,11138.940411558799,6016.728033369451,4352.17174301022
48,5939.621524652032,16754.45764267985,2227.0444160886873,10682.527351302911,5877.247183692995,4553.683199878956
49,5853.870314585746,16498.391535157534,2018.3969268315232,9720.82909197689,5407.937248348951,4438.13351406834
50,5862.6182812093275,16554.277918232983,1917.5975629696293,9345.131628358899,5114.115161279825,4354.63158376561
51,5949.548158066333,16844.738244864002,1867.6451484834952,9097.294991455443,5039.620684989351,4340.682410718295
52,6161.7437051346105,17532.07363578156,1853.1709210207903,9080.211523781543,4923.927396672171,4383.046654327608
53,6595.4925639936555,19321.41732448126,1887.9723095693892,9291.109175842446,4980.981974293196,4478.879129417565
54,7152.114944783564,22457.539638776696,1991.422590370778,9838.768086072001,5257.434938413304,4720.1563565812
55,7544.296609774066,24110.27819606815,2149.5785284355293,10487.49880102122,5655.468539358408,5122.687613233669
56,7664.978983028899,23937.36738242765,2276.463556573395,10868.758200174401,6119.204343815002,5198.6263277527005
57,7621.0725617174185,23161.510442605875,2342.986703970416,11207.734607984661,5815.325730928391,5663.280320742458
58,7356.249695073271,22160.85356759374,2378.8407245266517,11470.776166879898,6247.111989456673,5423.824629488028
59,7241.528522528208,21391.62042000283,2385.4952670685866,11643.652771285346,6257.10705626719,5363.288642564724
60,7083.1133067640785,20692.69795069909,2377.2299460936533,11628.391796938102,6205.445191210188,5251.047367882344
61,6941.355923702237,20237.932757110124,2366.457832191291,11529.94437574565,6028.385875871401,5193.150484858905
62,6833.8016563471465,19908.67856783039,2353.5799930289922,11387.193923848754,6010.665773558054,5128.9305242047985
63,6873.563090629033,20236.66808646363,2349.3207028369566,11292.298514291406,5944.395564941696,5143.7510025065085
64,7231.509980915544,21764.701566088712,2373.386554935916,11171.645786019175,6087.782242613575,5167.024723676425
65,7633.733458882728,23609.320176858917,2534.4424229685833,11549.496170152599,6529.353698990187,5289.851347235207
66,7623.236573882017,23680.085755155298,2810.4848211111243,12865.811915168411,7326.892108509146,5698.209531298724
67,7516.953046406516,23335.900624332604,2907.421014080272,13181.386911884485,7503.562023971232,5730.867454417518
68,7347.844686569608,22527.082048947766,2848.0776032672243,13014.321827300088,7368.557891520009,5628.409156202942
69,7038.429756408248,20922.763774619452,2761.762783021617,12777.44088107297,7178.587615363382,5510.784091399866
70,6568.605610997625,18903.930957610897,2633.498704233818,12183.743341160087,6796.143350832859,5222.083085549673
71,6179.882959870084,17491.07289051703,2414.310461107683,11351.92468134671,6308.112985582312,4908.603259889025
72,6204.748346988468,16975.037681049755,2161.1479617567907,9976.39884276249,5582.2156833127465,4260.964340662685
73,6065.877215402634,16615.729667622963,1969.5445438384686,9252.020963659706,5293.964033518225,4167.108462296759
74,6065.464053161238,16599.867737030112,1876.5699062592284,8917.199348063008,4988.6397656614845,4144.807053579511
75,6145.775573743852,16787.523578282166,1828.7336369997508,8728.517466460009,4940.893369248499,4067.232644890288
76,6393.224771088364,17431.495434672626,1811.8606159471283,8738.522714198698,4883.904253778379,4128.404673949975
77,6870.124515518579,18938.46046805659,1856.4565795813714,8996.143766894847,4945.348233430277,4279.594524601615
78,7519.7119794051305,21853.12018193412,1985.9285273667476,9705.48599341882,5272.251142421758,4518.9758115285595
79,7926.759016661807,23452.01393554195,2203.29569840969,10575.923331640754,5828.700076847444,5011.2810245937035
80,7962.7260740845395,23247.20119805262,2344.691637121275,11061.406895171476,6125.147874778678,5314.460315624137
81,7891.980370541275,22758.355601722866,2416.201989543561,11348.127464040157,6119.678594453587,5378.472064131415
82,7749.253163250918,22297.11480670038,2446.1162934896315,11580.815742044742,6302.844064965824,5440.117233291585
83,7617.364248913995,21826.571551894955,2459.1392137385956,11710.580421239285,6422.466818933974,5205.743578236507
84,7463.164042713384,21381.39027019652,2450.2203631246034,11683.64969475647,6361.005774355556,5076.440975621437
85,7322.0069213455,21004.303754753375,2440.987216427797,11572.166320579528,6178.986689695353,4975.895575677503
86,7214.929245756812,20761.25118170866,2432.5374607293234,11444.60504142785,6099.7101100327645,4971.15235368198
87,7263.861075273275,20988.820244965667,2422.573615210046,11315.167318595019,6098.345866023166,4952.682088152248
88,7558.377404371731,22258.97580264958,2432.9535887108814,11169.757925000877,6178.785928640389,5033.046293821703
89,7910.190042908383,23575.45762083447,2574.3570767677897,11456.582294921818,6584.154057224745,5212.580335157025
90,7883.328978040426,23385.613896920564,2833.4663068814375,12654.438420987268,7430.5512086482495,5543.353636880817
91,7731.282741658993,22768.877015016256,2921.3119880560516,12891.07822793497,7511.041003998192,5551.574339432116
92,7512.726681604697,21781.750866426613,2860.0604286445027,12730.32385527419,7642.716201603033,5209.073262975568
93,7148.116407269003,20067.576720074583,2767.9585495867436,12437.33202375956,7409.13421337149,5078.162086551166
94,6670.907126684353,18300.281827774754,2623.2200582943524,11819.140758583777,6883.411645401638,4956.76462504085
95,6255.479968903424,16979.840710563047,2380.497003308184,10906.055928750484,6309.467773176116,4604.710691243389
96,6350.579529728741,16463.876057932437,2051.278013112449,9450.591752450558,5321.636860410537,4165.245464866486
97,6230.574509733706,16092.348779728252,1877.971243593171,8850.199296460472,4982.509526640359,4057.790683989536
98,6211.23820345899,16000.205112700418,1787.4154110530717,8536.03548121725,4799.565359833704,3970.668955805429
99,6281.409086351828,16155.330140312904,1738.1078617335454,8329.435746508765,4701.911686335894,3941.228533622752
100,6516.243364705239,16784.302805980038,1722.7057651495331,8288.654516296036,4696.965022553646,3995.6877995518644
101,7023.899449158097,18238.081843102133,1755.9926392872103,8477.867313591041,4706.962811696354,4063.5657809544928
102,7685.371374258285,20851.604062946517,1868.3277973302154,9049.617060365945,4904.443867615214,4318.656382724017
103,8047.469425773782,22513.52531181732,2073.521193811493,9835.739604851371,5351.771606457337,4834.899697324237
104,8049.971817974025,22470.55192681258,2183.5100000186167,10152.593512514672,5572.5383911355475,5077.115912707369
105,7962.380812560371,22079.41107754965,2251.410851965737,10410.822215916822,5633.7279429941655,5256.46248864853
106,7830.1577955443745,21698.73482470111,2284.524265272435,10670.656914998488,5862.768812619161,5281.788982699287
107,7676.079815158614,21379.223354457663,2304.9562158741137,10815.129013906713,5830.950885133713,5148.319733797288
108,7540.583742738002,21057.866304413656,2304.157212354044,10824.545097145277,5738.116562181201,5067.9517887636575
109,7424.649545987857,20800.885978558937,2297.068078195974,10769.954754605318,5567.427150532026,5019.503631455968
110,7319.984969813163,20613.480874534867,2285.0741828461005,10646.378639746998,5571.923455240342,4949.014929055507
111,7351.33927707794,20814.318896544344,2280.9859966289423,10559.728285789051,5530.427247611075,4933.152036655672
112,7668.20177108008,21994.859592571334,2301.31365265138,10448.75206777201,5634.132509395188,4922.322227263812
113,8090.5559607883015,23223.082766178937,2445.815791905401,10705.572108971095,6001.879676857811,5174.825627970409
114,8107.0786188883685,22946.846108279107,2708.8712522862347,11841.698535411626,6712.623287614094,5635.927207973249
115,7959.968408181761,22212.191987078942,2797.833179721853,12148.697277038978,6928.2520541551285,5476.396918333043
116,7743.708565084696,21252.47919131264,2732.1044610584777,11987.617681480415,7054.187380511458,5244.5675507579135
117,7374.990041089064,19822.303726078848,2639.9323239691203,11650.68644373614,6896.6398084707935,5054.752725702949
118,6898.878614105869,18455.627762878285,2491.510112497973,11070.668676961215,6377.879325472481,4848.861972979816
119,6492.361018832192,17290.725729261674,2254.51891314544,10175.122472983283,5891.300254965852,4513.152106472944
120,4870.897858790217,14522.65638071792,1938.8860539697555,8884.464261673931,5226.464845354118,3794.5003296624745
121,4788.614729865511,14120.588481349761,1778.851352640045,8370.632310492165,5027.16932858931,3607.1894115610417
122,4781.2292249161255,13871.58609455942,1694.1839256764551,8040.535218771692,4979.902152474642,3437.552378591152
123,4849.126352887971,13855.835157978976,1650.8971765398298,7832.883764373783,4878.729642151985,3402.688607809584
124,5050.738610048769,14122.147991926366,1636.22802217877,7825.996506834028,4744.652261393469,3592.5120879994693
125,5473.18130663687,14763.174530271743,1672.8249235790324,8055.710879524964,4711.352941678351,3786.6644754937874
126,6035.664786305072,15696.959085437766,1791.5785213966558,8614.32543293448,4942.511291222611,4006.5050462568765
127,6387.640005799065,16498.77538042958,2009.4217743245595,9389.112069513196,5432.860832032169,4397.124849740376
128,6363.490111735483,16920.12603401444,2137.494410166549,9816.072761371513,5742.989446024818,4597.9473335856155
129,6241.57976408017,17258.399098141457,2189.4487352328792,10076.67192668765,5876.814889996108,4668.910034526957
130,6106.45293569829,17468.735456654904,2224.7533973250356,10270.147916509875,5950.947368813682,4725.503436980158
131,5941.0021022664705,17432.178591992935,2247.0807231601134,10405.227761285025,5933.312859948828,4624.323690239642
132,5821.503540804442,17250.407518296608,2248.6267528724975,10409.545118032896,5832.025987523504,4594.564986238052
133,5712.613552888725,16992.956024908126,2244.121385585666,10342.436427863153,5680.103240122797,4575.134634099973
134,5652.011320138314,16842.175023806256,2233.76717528513,10240.230615387027,5589.357659765331,4606.004174581473
135,5704.52327861054,16974.298311801456,2227.171665625932,10159.150241839585,5531.349399696698,4588.261565588078
136,5969.0548781544685,17852.266109186243,2239.447019371863,10039.813935167864,5561.542409226882,4622.911889229251
137,6309.212051553666,19040.894299806965,2370.77181817874,10264.706987652766,6016.802989953532,4697.176048318563
138,6327.191077683912,18970.219660129722,2611.782282100594,11312.920413554835,6724.809613843675,5066.257668034806
139,6214.113827364477,18498.03093347567,2683.5170043140947,11519.43390438318,6763.622033567136,5020.354837123633
140,6061.98129895451,17952.758737166223,2617.427578248798,11312.98089191779,6770.942253826719,4898.117222220818
141,5761.432717309526,17200.361543320505,2526.486823239342,11043.597721585485,6608.934664587851,4700.918931400157
142,5357.921493428412,16117.212665062983,2385.175981922566,10471.43472047916,6220.676655882254,4420.763044384619
143,5026.488247489618,15121.808949551109,2152.488307960135,9641.992639753753,5853.5848297457205,4091.17745709039
144,5064.019432631176,14673.924914475198,1986.4058235623684,9116.59791489718,5265.723848255734,3584.4280876514526
145,4989.590839854931,14334.169439857995,1816.481442376809,8594.496072823556,5028.869667773988,3411.4964493626435
146,4989.193530252378,14233.548513385173,1733.0004040769657,8260.498011678666,4844.564032758733,3351.234652688634
147,5064.8591394323,14355.785931000233,1689.0002037729341,8036.364812521146,4666.105219685368,3343.0361519501116
148,5271.615719420083,14747.319744728555,1676.9411847998467,8021.353763909444,4640.128361456826,3392.822900914119
149,5734.852791040485,15551.41894754553,1717.3650084929702,8255.921906122363,4681.3001280253775,3462.279010804484
150,6347.852336388585,16725.100018165464,1851.7127038579092,8859.399325199762,4906.037526334568,3717.021049583412
151,6697.666729371654,17807.359377340847,2101.2017249708765,9746.05144550317,5446.757353951029,4112.133265217751
152,6648.720561858262,18321.82538996124,2239.9494995601895,10178.165505136556,5783.640130937689,4387.778377792147
153,6529.665138487988,18587.979585553232,2291.811489599027,10448.02707119113,5843.510774331008,4428.311164700428
154,6396.896205789178,18472.972813189146,2314.984551470512,10665.93940388392,6109.45120037058,4343.056268002857
155,6253.051817655209,18099.014407348106,2328.076432246475,10835.2622028588,6128.262060690119,4268.715461166355
156,6117.976087906656,17731.874132043104,2325.4575567816273,10776.106935670025,6033.890407969905,4178.448674672726
157,6002.410376942642,17391.094579321812,2315.392336024607,10729.425245178778,5854.118834605154,4124.1048987782915
158,5944.662995813521,17182.143933222003,2300.1957968756615,10597.489987660641,5727.68323052035,4126.878642987947
159,5981.5425987821645,17339.912177529524,2291.003496645943,10472.765992995593,5583.2482413801035,4264.985809136975
160,6241.323758285725,18574.518323024466,2302.396798620301,10332.778017907342,5627.415515545648,4277.141678211795
161,6558.91334726766,20428.910102600177,2430.013631722177,10544.914001336838,6045.237210421808,4337.620818128696
162,6561.036789685892,20650.820026022564,2673.781896199498,11569.297659983684,6732.725109209138,4724.906306264938
163,6435.561063985332,20309.74520920911,2755.4248970135814,11792.254553977338,6865.9160357795245,4684.347121838979
164,6269.259818613236,19590.42789300874,2688.3026231304607,11601.48646469951,6786.808883727299,4594.394553808677
165,5965.983846187573,18442.289495763216,2591.1480202014413,11330.091528657755,6589.979063977964,4491.806579084257
166,5556.893767633667,16927.20769618862,2446.8247105620635,10771.874356183946,6269.294474596443,4265.038935324385
167,5221.703418469498,15795.068109099911,2211.2060226569606,9977.834514739587,5709.368252344354,4023.632210787493
168,5426.84401386109,15533.724764859797,2125.712384223947,10244.342320182199,5446.39872104844,4162.290445018901
169,5323.274983444782,15257.667093104612,1950.5066948376225,9550.298931508994,5075.972050645876,4058.3219525769996
170,5300.082594907287,15274.451136634058,1862.8522901114914,9169.113522959336,4920.972904890446,3968.4802978648922
171,5359.898689970831,15519.727505521822,1810.7210746068786,8914.799894819253,4841.751487057507,3912.7785348425746
172,5570.105366304989,16227.432794056711,1794.0652523387564,8875.536844423834,4757.7298111673645,3958.693424828959
173,6025.500860426329,17768.086314253116,1832.7759023467836,9092.425492472468,4835.184505707756,4035.0581974544775
174,6632.013372176889,20636.632610605564,1957.183222999895,9673.248764610495,5101.542391181798,4207.587242906129
175,7014.525672764011,22357.435645250906,2192.8636390954885,10481.969364581257,5479.367502894612,4673.8464200619765
176,7054.346755203172,22249.93843825077,2326.6213834454747,10892.070556732036,5867.398718242039,4967.6035261115485
177,6995.705082608482,21720.807928568345,2388.9631367057,11180.14523179702,5927.5618524302445,5038.988291986992
178,6859.979478239853,21152.37318414961,2419.921475523961,11376.826990140726,6066.691125614362,5007.884578924014
179,6690.230778605497,20493.035872314522,2433.6996956392863,11554.324416072935,6035.361886137803,4896.845926251158
180,6544.516667502926,19890.554908509137,2429.5630017457584,11608.934252284665,5980.072124566738,4858.593004929943
181,6424.457019253002,19365.72770375724,2417.8815026731113,11518.629350272717,5868.2013887236035,4724.90018855433
182,6332.113383054887,18982.582288262136,2406.2106638037426,11372.860811335644,5742.682389286823,4769.64461282564
183,6377.872564142488,19246.02571194381,2396.373981217186,11276.567377594081,5687.384305256153,4811.861674647611
184,6661.311919861096,20807.89889074154,2415.5009535086674,11142.361353038923,5896.576932118447,4784.913085282786
185,7039.176718794875,22695.51922331514,2557.5714892043443,11433.70631922751,6297.741061333063,4896.732640343363
186,7043.712109679367,22815.54994163061,2826.7793209275283,12646.593358931377,7037.933546263485,5282.998966196825
187,6921.328518042835,22391.19849052973,2901.378774324576,12902.85428040376,7155.417075038063,5187.960028911617
188,6742.547492864456,21586.181873435235,2832.100148026413,12641.720310639084,7132.827101704575,5145.534675295868
189,6430.671994765009,20022.476296139517,2737.8170418920677,12373.881381743404,6974.087094470462,4999.580904614716
190,6007.753111074086,18166.579415511682,2586.701806106985,11867.712586997199,6512.066538931954,4812.43558177901
191,5663.209836209295,16799.540020881395,2348.518857987014,11006.736473564271,6028.980439786798,4485.169177308881
192,5884.875360775715,16473.747812996047,2346.9550524914252,10246.180556152069,5254.160272666862,5080.688643325059
193,5786.280980714182,16205.39941522744,2155.0388382510146,9645.014712396693,4988.556637907848,4866.688008546653
194,5765.098831614378,16181.547793977015,2053.8677574607027,9269.03930667839,4755.0927763097025,4765.895964522269
195,5832.4584471858625,16406.73622683717,1998.2420478208658,9010.805888714094,4722.802794511622,4614.327876255053
196,6051.810616664503,17098.21432033245,1979.8815792484984,8974.133359231091,4632.527694241146,4672.016714646277
197,6496.329295669237,18709.825346081678,2013.0575209394785,9184.10555378197,4666.476281912067,4795.038009255652
198,7104.703972453013,21804.619379584397,2131.650156238532,9685.188603977105,4820.860247776773,5022.7113796292315
199,7519.441047857788,23508.860356143643,2358.858584018324,10315.834213632743,5154.638103225386,5479.7532437057325
200,7624.6481751938945,23241.79284004888,2484.189518272031,10782.034862139986,5462.3303254853545,5779.131909466089
201,7603.4659974484175,22507.55436658812,2559.0895618698205,11153.661053554604,5571.120503227157,5927.804997479177
202,7471.413285778518,21753.17224104389,2598.751189402692,11397.450466154072,5775.551168376318,5916.273894135806
203,7303.801658864886,21093.467632322874,2613.5189385733497,11607.400008324403,5885.466803854371,5826.207986390942
204,7166.063165352732,20517.196909739716,2609.3727452798944,11594.053237930144,5833.253175223353,5771.662709304953
205,7037.289110085952,20036.33301062366,2598.109245079214,11537.742602777487,5680.745700709875,5641.1244400652295
206,6955.886879806394,19716.484201465515,2585.734937909953,11386.627860682825,5568.662881147033,5667.745028020716
207,7007.5260911693185,20082.009160895283,2581.1199059514865,11246.092850484181,5569.432494406029,5587.98105358842
208,7289.179208755954,21740.486375385255,2600.6012727743646,11130.380729915714,5531.058532413447,5745.494908064872
209,7673.378571844383,23662.15594468253,2755.7604052128036,11423.18707255707,6032.017987113398,5817.403769879019
210,7675.6830163135755,23754.18121996347,3055.0282054148374,12637.22518099208,6755.381681625047,6350.181032747954
211,7528.784478770955,23312.03328834559,3146.993076745457,12903.021090084203,6874.727573201617,6297.289899463945
212,7335.377972392885,22544.505862620423,3078.9802040228296,12653.725570232355,6783.671493704347,6189.956915449727
213,7011.073027586082,21027.237622583878,2981.1245668501397,12433.463755678293,6710.612798695133,6004.443105452663
214,6551.590565906794,18952.836264419646,2822.907326359319,11853.837223558528,6304.133711981451,5695.351183935083
215,6163.243173404579,17510.73486354944,2568.9691900756247,10997.947712349765,5844.605949695378,5325.319178652705
216,6015.142652100387,16829.978770128204,2245.065188830789,10753.450098389434,5837.282219974162,4919.486950225652
217,5916.415262911572,16560.936483483358,2056.681597978465,10045.355836526664,5437.766594156563,4854.456776944419
218,5886.589831413395,16578.296076453786,1957.7502347206462,9672.276832163128,5179.4829153674,4796.769210696864
219,5956.626897314367,16851.816984112036,1904.644118481706,9414.381463075211,5056.4733876033415,4737.311885929229
220,6182.424509624242,17554.181048287926,1885.197663458361,9373.464899640845,5015.045429272838,4854.574381266752
221,6648.744515679762,19376.142492200834,1916.9467767227413,9559.274773851883,5059.7503330340305,4948.239278742918
222,7284.163790106598,22591.548308149937,2029.8047670959454,10094.25203460721,5248.236390704072,5124.06621878641
223,7712.067419369086,24278.832221696637,2241.0840065311077,10727.432452346839,5648.431611976357,5564.103944464256
224,7802.111473302189,24076.66308873441,2363.338426435022,11194.000194381833,6145.858727410196,5679.532803595313
225,7747.80007303997,23286.02812987822,2443.823666529897,11631.06505398378,5821.708650267308,6166.191216022181
226,7594.735934097885,22400.813022651826,2490.3444829513573,11910.803037140176,6264.835991448307,5914.922202759158
227,7401.639554252123,21550.304843710008,2510.257701833571,12121.494482443866,6298.301759569602,5871.122288991611
228,7237.300013540246,20844.72144144179,2507.7624938563004,12103.105547411587,6292.294409394941,5791.366749482854
229,7112.085570874417,20410.825620315773,2497.7576040140407,12077.743661174145,6091.481432430908,5707.501273519902
230,7013.873913146958,20089.28404066367,2485.336224573044,11961.140266686127,6082.17192741842,5645.051185536275
231,7077.910707158875,20439.54248696,2479.195228818035,11861.423656071245,6025.707941615253,5670.735897901395
232,7401.8163158129255,21932.79807693589,2499.775811250852,11755.818929585676,6134.450052604754,5663.49514458687
233,7825.370350965678,23800.22046092513,2656.307955346294,12083.567733462238,6622.676347768803,5834.508626397466
234,7840.591959525934,23899.714356832686,2955.94967576743,13368.866949414285,7472.787718702195,6321.027255244903
235,7717.259025314437,23534.043387207053,3046.6815795683306,13665.608913834165,7665.649506032862,6367.020490163422
236,7540.232475618575,22721.633054030204,2972.491271158873,13455.119861517964,7562.6226187625925,6282.499046315568
237,7208.845297803075,21093.915924031015,2870.695953956382,13205.666504275561,7315.607536890317,6107.528049126861
238,6739.339096337914,19073.724442951185,2714.92117218832,12582.655625937394,6894.694053820063,5762.041592159557
239,6332.064363597829,17643.99090226151,2467.2558033180317,11694.661576065355,6404.057909170485,5419.44832390958
240,5446.354049288514,16217.629991366535,2139.691361681447,10331.58240938509,5202.943876985251,4474.27687020298
241,5359.738491400068,15909.590943620397,1963.6844485443185,9672.069669077635,4962.627530428223,4401.047728569272
242,5368.290387329083,15902.694071197959,1872.2951245361735,9305.78006108762,4713.114421671704,4411.635445122347
243,5443.242036097446,16084.990040635761,1822.0465274131695,9053.71186881722,4638.119022198463,4300.722215812224
244,5671.47178410878,16709.742447693043,1806.7602282903065,9043.919282722796,4616.626253033305,4398.267428641811
245,6150.945530766053,18220.7080913208,1844.8641660084218,9294.776555919088,4613.034247876416,4495.7923915009715
246,6759.693442907234,21092.115037419484,1969.7296323869728,9976.77704741268,4828.983317214595,4662.273586059586
247,7156.030579550114,22679.858890413514,2203.0267761898776,10810.793932263616,5323.509839780546,5155.741257743873
248,7172.157612206702,22457.61934419152,2329.3457258479366,11270.24986535459,5607.962028771201,5479.815070155669
249,7084.0793395036335,21951.14457068523,2394.672184958393,11556.816174235451,5668.662977898378,5610.322848472959
250,6955.701562978084,21504.299814444286,2426.022959930099,11791.264484695763,5858.857623887783,5694.320276969713
251,6810.071173048301,21016.86525999579,2439.9718483036277,11953.932917075108,5988.618492295851,5465.11751422915
252,6673.7987497646545,20592.761585264532,2439.731791213752,11942.175181721112,5974.1310598464615,5367.488672761238
253,6529.637208903386,20211.354218261054,2434.3246366661415,11917.656269789224,5808.848424133549,5268.266219013209
254,6440.3956417972,19985.244361715577,2423.020523055276,11769.991341761874,5715.467406852999,5245.130760890613
255,6487.611211041122,20213.353596766985,2414.766210298346,11618.852390003274,5713.527331509944,5225.775771751804
256,6753.2178505828915,21457.51607291095,2430.732874593723,11514.573543747056,5795.501108893843,5315.246250970474
257,7189.375097775182,22852.432851651058,2574.003903155112,11804.491042713076,6206.068475973785,5532.007459854605
258,7228.815933432523,22732.527460329402,2852.8258418743885,13113.581016976259,6938.857927863361,5827.061105169258
259,7107.732271429212,22144.589936769742,2940.0955598158257,13429.901831410556,7051.131974936175,5867.581953331425
260,6922.169168602488,21191.23996144114,2865.41800611231,13234.616825569721,7169.458528330231,5501.988232556485
261,6585.026590874207,19502.27707962958,2761.112344189279,12896.699762776507,6984.159186588804,5389.1763102920895
262,6133.704999976974,17762.38970106737,2604.413461998975,12295.934709916146,6449.673151484679,5232.241966778985
263,5774.20735008273,16498.568091742352,2355.122496346227,11346.845735942521,5928.869317460504,4874.02463620015
264,6372.263997970639,16485.810526174333,2135.0608245840567,10882.46844691402,5350.8161579624475,4361.255432376212
265,6282.678842027541,16145.143112022086,1995.7041586059704,10295.556165546604,5075.870051566603,4305.658787298833
266,6263.295980102962,16051.572889344388,1907.9118177835644,9940.130677254134,4864.624752370525,4191.462215190107
267,6348.440905928476,16222.36195988955,1859.12447031717,9682.447872229744,4745.22733036997,4142.493170943887
268,6584.695124966693,16851.28135020802,1845.880479676637,9674.427947952738,4731.98506332257,4191.808833652178
269,7096.883190237536,18309.638976164835,1888.5385686457234,9895.001419579748,4768.310870073142,4286.961070842385
270,7793.412117330185,20957.434981968207,2019.8122658860343,10540.156875157936,5010.945394040963,4595.44823568896
271,8190.9908621490495,22659.413356209327,2257.5685139609627,11423.022047751185,5432.087355068491,5107.696814275421
272,8199.454434109552,22621.507758981577,2385.1634097817746,11847.041712828788,5753.314087862035,5456.211761122542
