,CAISO
439,290.6631996494475
440,1408.8429403773764
441,2496.844534693614
442,3319.59610528604
443,4352.006377264951
444,4201.115645206494
445,3432.3670734560433
446,3508.606601232948
447,2450.7831533284016
448,848.1647465180598
449,6.353293981408688
450,4.764970486056516
451,6.353293981408688
452,6.353293981408688
453,6.353293981408688
454,6.353293981408688
455,6.353293981408688
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,653.300337935699
464,2215.075583430243
465,3746.1230011691205
466,4865.684725484285
467,5615.176524220333
468,5293.202329041389
469,5174.29899555207
470,4443.511091971645
471,2706.720827520912
472,607.8765925577567
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,885.032318349687
488,3490.063576557798
489,5313.423955055603
490,6452.014802567518
491,6705.5733317297445
492,6860.615489688815
493,6907.451141572283
494,6190.381161011587
495,4155.452837798804
496,948.018195020559
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,658.6910355679844
512,3016.4262702939313
513,4424.4904658424375
514,5031.363144603258
515,5235.647051246884
516,5095.139583750535
517,4519.158617701679
518,4348.755944355044
519,2941.688255668215
520,791.2264481709223
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,221.70658624744794
536,1105.2238777111584
537,2334.5372626503663
538,3843.4656705434445
539,4664.11094501161
540,3826.920402913038
541,4056.899622975689
542,3186.6185456163043
543,2261.738085076577
544,780.9366321551898
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,888.8684757648042
560,3404.841230067013
561,5106.583319546501
562,5933.027444341564
563,6123.014599466865
564,6112.158190602562
565,5722.684522595694
566,4559.6917230072395
567,3039.7944820048265
568,746.378109420828
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,826.2648644797792
584,3361.194258008924
585,4438.58849131152
586,5335.760471694212
587,6005.438788555059
588,6064.528051807485
589,5947.334346356837
590,4996.982029046961
591,3146.5032681917696
592,910.9594751415923
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,957.0951929401938
608,3311.874725712313
609,4700.069453149648
610,5673.432553051998
611,6286.190381959885
612,6538.342939873307
613,6248.231932381519
614,4549.591313749703
615,3033.964648442144
616,844.575503118613
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,1139.4183772928088
632,4192.413149925597
633,6388.823894238969
634,7293.893810953825
635,7200.154426722644
636,6726.608916727192
637,6804.186338159894
638,6099.524760146185
639,4276.455356477692
640,1373.7668378707626
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,967.2958357614993
656,3767.3627287553136
657,5724.946151892337
658,6358.861589250469
659,6427.836844092543
660,6417.983236257962
661,6235.691491318188
662,5545.9389428974255
663,4452.188473258786
664,1356.5133452275018
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,1016.9347008653366
680,4465.788311038663
681,6626.433754566222
682,7267.1298797762865
683,7648.82118841207
684,7181.249335333236
685,7312.1149268655045
686,6518.742278201126
687,4656.633965356556
688,1389.0837267852253
689,1.3631832451277972
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,1201.7782884139335
704,4609.494531363069
705,6184.016887841217
706,6622.633830002987
707,7011.444452725142
708,7131.943612659695
709,6794.545964842947
710,6169.55698864907
711,5216.8102974332105
712,1923.1665925554526
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,1014.400384279967
728,4454.6590601892385
729,6609.919930274691
730,7249.019368091828
731,7629.759458706294
732,7163.352847703573
733,7293.89230734282
734,6502.496833279895
735,4645.029105496471
736,1385.6219726290701
737,1.359786037908803
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,1020.8522662373114
752,4482.9919895354315
753,6651.960946621408
754,7295.125243044379
755,7678.286951551681
756,7208.913858630235
757,7340.2835872613105
758,6543.854607435419
759,4674.572843789082
760,1394.4349320319304
761,1.3684346732403636
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,1568.2052323011258
776,5286.949232210101
777,7220.736066436203
778,8088.742656799055
779,7962.886695480622
780,7997.846684735742
781,8105.723223008687
782,7752.127903114037
783,5936.2061755194845
784,1962.7536824660588
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,6.606696936738322
799,1557.8591376828965
800,4890.277072573706
801,7014.990807428751
802,8012.602044876238
803,7897.645518176991
804,7815.722476161435
805,8081.311693018316
806,7710.015325173623
807,5664.581953559438
808,1882.908626970422
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,1206.1286112856483
824,3555.8820029887006
825,5348.9606510214535
826,5982.788560919742
827,6215.2246819610245
828,6617.593093175347
829,6253.312953896361
830,5519.869563551809
831,5236.649079930077
832,2674.9686366893848
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,586.5312516224648
848,2090.7532536767076
849,3794.329978894765
850,4880.071818274552
851,5240.887391604102
852,5074.483862351662
853,5076.131422047231
854,4997.048556659932
855,3927.7823142358316
856,1487.7464050985552
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,4.961717559703039
871,1595.6883672004972
872,4646.152322905925
873,6310.3123924303245
874,6605.038415476685
875,6494.888285651276
876,6632.824033811022
877,6307.335361894503
878,6183.292422901926
879,5442.011819482292
880,2286.35945151116
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,1052.6588045729525
896,4255.342735088345
897,6561.166783200526
898,6851.0882557598725
899,6944.567609061718
900,7241.262947802356
901,7337.451847576718
902,6791.478233364493
903,5650.759168434729
904,1766.6243000812485
905,5.419092945034504
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,970.4085398111082
920,3180.1011220251503
921,4225.576426519256
922,4835.664495851977
923,5552.210886007859
924,5636.831602559601
925,5279.240832615142
926,5009.000479756353
927,3605.934405317789
928,1102.7990157065756
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,1049.866746684294
944,4244.05592192454
945,6543.764033709183
946,6832.916522499968
947,6926.147932437183
948,7222.056320498779
949,7317.99009014432
950,6773.464608916815
951,5635.7711717119555
952,1761.9385298279528
953,5.404719416650163
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,3.9609334980400255
967,1686.0373589990375
968,5481.931961287395
969,7810.960858134929
970,8407.74150517296
971,8341.725946872293
972,8306.077545389933
973,8376.05403718864
974,7987.882554380718
975,6548.743383426174
976,2663.0676218489098
977,3.9609334980400255
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,77.04928418233852
991,2267.640139642274
992,6105.491553483239
993,8047.6648892518415
994,8549.813672371221
995,8519.25964588512
996,8604.279545672529
997,8616.235469080133
998,8248.258715312757
999,7006.171116856094
1000,3578.8064066762067
1001,23.91184681520851
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,7.929066845849723
1015,1772.1464400474129
1016,5649.460127667927
1017,7823.345954571726
1018,8410.096901164605
1019,8316.269610155385
1020,8312.305076732458
1021,8369.130055794381
1022,8033.466225986744
1023,6627.378371989393
1024,3026.2605128326445
1025,7.929066845849723
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,55.13121450435161
1039,2180.3082688506674
1040,6004.051789116769
1041,7907.391337481288
1042,8425.887283415073
1043,8419.324043593124
1044,8429.82522730824
1045,8344.503109622934
1046,7606.794953636135
1047,6417.535897899406
1048,3193.6724973592254
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,140.28123579366547
1063,2744.336797322679
1064,6331.722963152921
1065,8446.837130022459
1066,8922.15898722624
1067,8781.877751432572
1068,8726.037647864221
1069,8720.589832881942
1070,8333.794969140186
1071,6902.381582546569
1072,3496.135264877081
1073,9.533676218986974
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,141.74831104687982
1087,2773.0373471792514
1088,6397.940757834412
1089,8535.175001094649
1090,9015.467822020484
1091,8873.719510973604
1092,8817.29542599378
1093,8811.790637215257
1094,8420.950633940367
1095,6974.567382384341
1096,3532.6981986149567
1097,9.633380362409309
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,137.40928702430026
1111,2688.1525568346124
1112,6202.094906562835
1113,8273.906777909808
1114,8739.497468895059
1115,8602.088181870758
1116,8547.391281210601
1117,8542.054998219364
1118,8163.178905841683
1119,6761.070549894697
1120,3424.559609625037
1121,9.338495234661183
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,136.177314899092
1135,2664.0513545793247
1136,6146.488708406591
1137,8199.725310720085
1138,8661.14164955293
1139,8524.96433465384
1140,8470.75783066488
1141,8465.469391251323
1142,8089.9901928887775
1143,6700.452736976683
1144,3393.8559936501865
1145,9.254768973724701
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,55.780078135783704
1159,2205.9692805603986
1160,6074.71612840654
1161,8000.456921189549
1162,8525.05527508561
1163,8518.414789593255
1164,8529.039566381023
1165,8442.713254980406
1166,7696.3226856396805
1167,6493.066714424917
1168,3231.2602405800417
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,137.60779834580325
1183,2692.0360550174128
1184,6211.054898151839
1185,8285.859857676425
1186,8752.123174401526
1187,8614.515376055722
1188,8559.73945632584
1189,8554.395464157069
1190,8174.972020174467
1191,6770.838077830397
1192,3429.5069743075433
1193,9.351986295345851
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,171.04944290512367
1207,2295.2448501454965
1208,5466.952349595541
1209,6479.989360289452
1210,7116.452403657355
1211,8504.73741700359
1212,8095.014332835503
1213,8118.8816969618
1214,7840.429115488342
1215,6567.503028752538
1216,3696.789510228564
1217,35.801046189444484
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,184.31844074478875
1231,2176.526268369314
1232,4789.665013396496
1233,6387.091499851333
1234,7598.887206024518
1235,7743.988957249138
1236,8018.505783890313
1237,7852.488464921603
1238,7056.389667662196
1239,5507.330431615568
1240,2470.651439770573
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,47.49049796504075
1255,2217.21262374284
1256,5700.8385265534325
1257,7583.638893792445
1258,7925.966233290446
1259,7897.274057436568
1260,7992.255053366649
1261,8055.575717320038
1262,7270.003730148322
1263,5477.237431968033
1264,2435.866791456882
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,163.7737844940344
1279,2381.142376516206
1280,5240.761103809101
1281,6188.080053333418
1282,7143.427129548618
1283,8005.647936149563
1284,7429.22843974409
1285,7381.059679598785
1286,6745.232045680769
1287,4791.186009119594
1288,2339.396117723609
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,133.1607072679277
1303,2331.936288252978
1304,5641.467037180253
1305,7192.302103532339
1306,7567.4255593724765
1307,8445.96144512795
1308,8460.576644706138
1309,7919.814260313213
1310,7866.225195193192
1311,7130.593483091104
1312,3760.978024786836
1313,4.871733192729062
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,308.4326986051669
1327,2712.626041578775
1328,5744.559011521233
1329,7047.489449859726
1330,7173.037375253496
1331,7016.843893267546
1332,7040.569485467944
1333,6875.4789064068445
1334,5751.478975913015
1335,4320.034913155702
1336,2219.331437078845
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,48.78761420738644
1351,1705.9402434516123
1352,4777.933684710046
1353,6519.651511913741
1354,7560.453948337985
1355,8124.764019336755
1356,8144.279065019709
1357,7924.734801086472
1358,7036.800222512038
1359,5254.42605013552
1360,2037.6960200618403
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,335.94466017497683
1375,3207.1726202685873
1376,6767.558084179089
1377,8444.141715332711
1378,8888.404980891208
1379,8907.242999218777
1380,8929.220687267607
1381,8971.606228504637
1382,8700.02479761552
1383,7492.821789790488
1384,4604.325646229939
1385,43.95537609766052
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,219.7071576515128
1399,2773.802865350349
1400,6159.6470984441985
1401,7868.9164737449555
1402,8309.638569748287
1403,8316.177473249822
1404,8290.021859243689
1405,7881.994280748023
1406,7932.99772805998
1407,6784.766273190764
1408,3809.5651799931948
1409,23.54005260551923
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,562.7068998766703
1423,4244.895582111595
1424,6431.7792157232
1425,7312.238438432325
1426,8242.86908053605
1427,8695.395608408897
1428,8408.139638541785
1429,8084.484795780552
1430,7800.18008587783
1431,7331.91350486158
1432,4512.476485549452
1433,25.577586358030466
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,133.20204352297205
1447,2332.660176816925
1448,5643.218282912255
1449,7194.534765405404
1450,7569.774668500606
1451,8448.58327271924
1452,8463.203009203467
1453,7922.272759287008
1454,7868.667058844836
1455,7132.806989138661
1456,3762.1455219415034
1457,4.873245494742879
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,343.8082517372038
1471,3282.244197659381
1472,6925.969033827503
1473,8641.797131282334
1474,9096.459445495553
1475,9115.738412882685
1476,9138.230541501007
1477,9181.608218122055
1478,8903.669771624223
1479,7668.2092782321215
1480,4712.1009455384055
1481,44.984257236643494
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,448.3675374914177
1495,3853.9899761075485
1496,6585.58297374757
1497,8337.665351021726
1498,8728.878345272478
1499,8453.945283821697
1500,8823.478968567371
1501,8772.236964282638
1502,8049.92178849976
1503,6750.14864135431
1504,4123.010498602399
1505,9.854231593217971
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,132.7016183321931
1519,2323.8966332320647
1520,5622.017342512668
1521,7167.505702357113
1522,7541.335871073412
1523,8416.842889582149
1524,8431.407701350317
1525,7892.509665928119
1526,7839.105356111503
1527,7106.009830447071
1528,3748.011561675112
1529,4.854937256055845
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,610.1677867220287
1543,3294.906048298955
1544,5921.628356384278
1545,7059.941374891931
1546,7557.0780798113565
1547,7579.084131135757
1548,7367.025818373348
1549,7053.939724530731
1550,5969.641559273881
1551,4403.210815000608
1552,2462.677198212516
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,366.5931228115558
1567,3313.8726344022575
1568,7210.74138041232
1569,8972.649296656406
1570,9352.162000888633
1571,9253.650192556013
1572,9169.672913321649
1573,9056.626575890772
1574,9092.155424797618
1575,7934.237939969929
1576,4894.906410756941
1577,40.37369193959866
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,448.5457631777844
1591,3855.5219336006917
1592,6588.200736960732
1593,8340.979565378535
1594,8732.348066436953
1595,8457.30571934552
1596,8826.986293393145
1597,8775.723920458542
1598,8053.121625053451
1599,6752.831819269941
1600,4124.649391507362
1601,9.858148641269986
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,454.9822467818332
1616,3296.653372875982
1617,6535.056423499618
1618,7769.333522035803
1619,8110.963790380639
1620,7289.161946712414
1621,7167.938303106182
1622,7389.919260878633
1623,6934.9370140968
1624,5385.793308791181
1625,2918.8134447526595
1626,25.18932854155478
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,66.591375357929
1639,1309.0889887436774
1640,3405.9052225750506
1641,4968.366273656215
1642,6259.589283645326
1643,5866.537751044866
1644,4997.601511618232
1645,4814.069184412232
1646,5437.754260935274
1647,4739.356909620409
1648,2988.490991672911
1649,21.114338528123827
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,590.4858314050192
1663,3188.623489587104
1664,5730.616593307728
1665,6832.211472223977
1666,7313.312223385116
1667,7334.608433698083
1668,7129.390407045848
1669,6826.403414865894
1670,5777.081052172386
1671,4261.178081712943
1672,2383.2395359330453
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
