set Zone5Generators :=
RATHDRUM_1 RATHDRUM_2 RATHDRUMPWR_CTG1 RATHDRUMPWR_STG1 RUPERT_1002 ALDEN_BAILEY_LOKI BEAVER_1 BEAVER_2 BEAVER_3 BEAVER_4 BEAVER_5 BEAVER_6 BEAVER_7 BEAVER_8 BOARDMAN_1 COYOTE_SPRINGS_1_GEN_1 COYOTE_SPRINGS_1_GEN_2 COYOTE_SPRINGS_2_GEN_1 COYOTE_SPRINGS_2_GEN_2 HERMISTON_1 HERMISTON_2 HERMISTON_3 HERMISTON_4 HERMISTON_PWR_CTG1 HERMISTON_PWR_CTG2 HERMISTON_PWR_STG1 KLAMATH_COGEN_CT1 KLAMATH_COGEN_CT2 KLAMATH_COGEN_ST1 KLAMATH_EXPANSION_GT1 KLAMATH_EXPANSION_GT2 KLAMATH_EXPANSION_GT3 KLAMATH_EXPANSION_GT4 OSU_ENERGY_CENTER_CTG OSU_ENERGY_CENTER_STG PORT_WESTWARD_1_GEN_1 PORT_WESTWARD_1_GEN_2 BIOTECH_LS_BLS1 BOULDER_PARK_1 BOULDER_PARK_2 BOULDER_PARK_3 BOULDER_PARK_4 BOULDER_PARK_5 BOULDER_PARK_6 TRANSALTA_CENTRALIA_1 TRANSALTA_CENTRALIA_2 TRANSALTA_CENTRALIA_CC CHEHALIS_CA CHEHALIS_CT1 CHEHALIS_CT2 CRYSTAL_MOUNTAIN_1 ENCOGEN_CTG1 ENCOGEN_CTG2 ENCOGEN_CTG3 ENCOGEN_STG FERNDALE_CT1A FERNDALE_CT1B FERNDALE_ST1 FREDERICKSON_1 FREDERICKSON_2 FREDERICKSON_PWR_FICT FREDERICKSON_PWR_FIST FREDONIA_1 FREDONIA_2 FREDONIA_3 FREDONIA_4 GOLDENDALE_G1 GOLDENDALE_G2 GRAYS_HARBOR_CT1 GRAYS_HARBOR_CT2 GRAYS_HARBOR_ST1 GRIMES_WAY_1 GRIMES_WAY_2 GRIMES_WAY_3 MARCH_POINT_GTG1 MARCH_POINT_GTG2 MARCH_POINT_GTG3 MARCH_POINT_STG1 MINT_FARM_1STG MINT_FARM_CTG1 NORTHEAST_1 RIVER_ROAD SUMAS_GEN1 SUMAS_GEN2 UNIV_OF_WA_DG3 UNIV_OF_WA_DG4 UNIV_OF_WA_DG5 UNIV_OF_WA_DG6 UNIV_OF_WA_DG7 UNIV_OF_WA_TG2 WHITEHORN_2 WHITEHORN_3 GRAND_COULEE_PS SLACK PNWH COLUMBIA_2 ;

set WECCImports :=
P3I P8I P14I P65I P66I ;

set Coal :=
BOARDMAN_1 TRANSALTA_CENTRALIA_1 TRANSALTA_CENTRALIA_2 ;

set Nuclear :=
COLUMBIA_2 ;

set Oil :=
CRYSTAL_MOUNTAIN_1 GRIMES_WAY_3 UNIV_OF_WA_DG3 UNIV_OF_WA_DG4 UNIV_OF_WA_DG5 UNIV_OF_WA_DG6 UNIV_OF_WA_DG7 ;

set PSH :=
GRAND_COULEE_PS ;

set Slack :=
SLACK ;

set Hydro :=
PNWH ;

set Ramping :=
PNWH P3I P8I P14I P65I P66I ;

set Gas :=
RATHDRUM_1 RATHDRUM_2 RATHDRUMPWR_CTG1 RATHDRUMPWR_STG1 RUPERT_1002 ALDEN_BAILEY_LOKI BEAVER_1 BEAVER_2 BEAVER_3 BEAVER_4 BEAVER_5 BEAVER_6 BEAVER_7 BEAVER_8 COYOTE_SPRINGS_1_GEN_1 COYOTE_SPRINGS_1_GEN_2 COYOTE_SPRINGS_2_GEN_1 COYOTE_SPRINGS_2_GEN_2 HERMISTON_1 HERMISTON_2 HERMISTON_3 HERMISTON_4 HERMISTON_PWR_CTG1 HERMISTON_PWR_CTG2 HERMISTON_PWR_STG1 KLAMATH_COGEN_CT1 KLAMATH_COGEN_CT2 KLAMATH_COGEN_ST1 KLAMATH_EXPANSION_GT1 KLAMATH_EXPANSION_GT2 KLAMATH_EXPANSION_GT3 KLAMATH_EXPANSION_GT4 OSU_ENERGY_CENTER_CTG OSU_ENERGY_CENTER_STG PORT_WESTWARD_1_GEN_1 PORT_WESTWARD_1_GEN_2 BIOTECH_LS_BLS1 BOULDER_PARK_1 BOULDER_PARK_2 BOULDER_PARK_3 BOULDER_PARK_4 BOULDER_PARK_5 BOULDER_PARK_6 TRANSALTA_CENTRALIA_CC CHEHALIS_CA CHEHALIS_CT1 CHEHALIS_CT2 ENCOGEN_CTG1 ENCOGEN_CTG2 ENCOGEN_CTG3 ENCOGEN_STG FERNDALE_CT1A FERNDALE_CT1B FERNDALE_ST1 FREDERICKSON_1 FREDERICKSON_2 FREDERICKSON_PWR_FICT FREDERICKSON_PWR_FIST FREDONIA_1 FREDONIA_2 FREDONIA_3 FREDONIA_4 GOLDENDALE_G1 GOLDENDALE_G2 GRAYS_HARBOR_CT1 GRAYS_HARBOR_CT2 GRAYS_HARBOR_ST1 GRIMES_WAY_1 GRIMES_WAY_2 MARCH_POINT_GTG1 MARCH_POINT_GTG2 MARCH_POINT_GTG3 MARCH_POINT_STG1 MINT_FARM_1STG MINT_FARM_CTG1 NORTHEAST_1 RIVER_ROAD SUMAS_GEN1 SUMAS_GEN2 UNIV_OF_WA_TG2 WHITEHORN_2 WHITEHORN_3 ;

set zones :=
PNW ;

param SimHours := 8760;
param SimDays:= 365;

param HorizonHours := 48;

param HorizonDays := 2;

param:	typ	zone	netcap 	seg1	seg2	seg3	mincap	ramp	minu	mind	var_om	no_load	st_cost	:=
PNW	7627	20751.91146761594	0.0	0	509.8
PNW	7628	20160.713278528932	0.057716678671561474	0	509.8
PNW	7629	19081.18879794056	0.04328750900367115	0	509.8
PNW	7630	17509.492556230114	0.0	0	509.8
PNW	7631	16244.187570613667	0.0	0	509.8
PNW	7632	15180.67430402077	0.7503168227302995	0	509.8
PNW	7633	13296.97742236756	123.7364375896705	0	509.8
PNW	7634	12991.462685017304	123.79817754364416	0	509.8
PNW	7635	12882.204882540782	110.72945757211131	0	509.8
PNW	7636	13003.203256371973	83.55776280976835	0	509.8
PNW	7637	13519.661298449688	81.98550058699063	0	509.8
PNW	7638	14729.139771397571	107.49902285023295	0	509.8
PNW	7639	16397.864568257017	95.6616786196167	0	509.8
PNW	7640	17803.061978842128	56.32523480390316	0	509.8
PNW	7641	18406.678754122328	25.507174858932142	0	509.8
PNW	7642	18453.448513128027	61.83847002589818	0	509.8
PNW	7643	18288.16742573499	81.43257104905383	0	509.8
PNW	7644	18016.389087812626	68.30216458626549	0	509.8
PNW	7645	17728.077821459956	45.62775635710832	0	509.8
PNW	7646	17482.135539690404	47.866511661669996	0	509.8
PNW	7647	17435.586824759663	113.3909761099168	0	509.8
PNW	7648	17797.78581333031	217.78012827233218	0	509.8
PNW	7649	19130.135371119188	425.056619146432	0	509.8
PNW	7650	20219.634541924217	714.3690794133187	0	509.8
PNW	7651	19745.907963033296	734.8751222578555	0	509.8
PNW	7652	19031.7450184802	720.4386466009855	0	509.8
PNW	7653	17914.928193712607	709.3690252763022	0	509.8
PNW	7654	16644.806294673377	712.1755006444098	0	509.8
PNW	7655	15396.646545015301	760.9429295976262	0	509.8
PNW	7656	14455.495471100101	927.9714153253473	0	509.8
PNW	7657	13786.395273116086	1652.6112613450448	0	509.8
PNW	7658	13428.012341373234	1087.9717906887497	0	509.8
PNW	7659	13352.775748853095	819.2252377984854	0	509.8
PNW	7660	13437.053594481024	696.4384925204521	0	509.8
PNW	7661	13780.368860584724	603.4545323448235	0	509.8
PNW	7662	14585.927204974807	440.8263596950517	0	509.8
PNW	7663	15775.354224178509	236.19091247606238	0	509.8
PNW	7664	16742.330965937454	100.29237268397449	0	509.8
PNW	7665	17629.564774135964	49.883640816314745	0	509.8
PNW	7666	18035.076257501147	11.401975019883082	0	509.8
PNW	7667	17666.52011907577	9.001559245049277	0	509.8
PNW	7668	17030.771406097912	17.252988553011114	0	509.8
PNW	7669	16462.10014375429	10.001732494499183	0	509.8
PNW	7670	16113.252781673682	7.876364339418116	0	509.8
PNW	7671	16059.943410318865	19.00329173954837	0	509.8
PNW	7672	16332.639977022625	92.76606888648001	0	509.8
PNW	7673	17771.137780484623	166.8789070522542	0	509.8
PNW	7674	19057.239356092417	241.94190866039887	0	509.8
PNW	7675	18709.93195359613	232.490272597704	0	509.8
PNW	7676	17965.1262107954	275.3476948104912	0	509.8
PNW	7677	17056.55467720666	385.5417837132428	0	509.8
PNW	7678	16080.307928861715	388.0255456293884	0	509.8
PNW	7679	15034.769691572237	368.3638070093337	0	509.8
PNW	7680	14143.931452040677	299.901949229094	0	509.8
PNW	7681	13834.913269259387	285.06594387708924	0	509.8
PNW	7682	13460.938275876953	162.49720331594617	0	509.8
PNW	7683	13309.13262202689	152.37577018886319	0	509.8
PNW	7684	13311.37416667674	202.63732424152008	0	509.8
PNW	7685	13599.116633429607	217.0929782684736	0	509.8
PNW	7686	14260.798408165982	461.8489691469612	0	509.8
PNW	7687	15250.778586521328	271.1237750674795	0	509.8
PNW	7688	16095.179328454788	465.16427488154847	0	509.8
PNW	7689	16676.594040134452	488.92309880588954	0	509.8
PNW	7690	16978.41527163283	360.56464752744864	0	509.8
PNW	7691	17025.906449048987	323.7137252615556	0	509.8
PNW	7692	16802.71201733074	376.7399204101204	0	509.8
PNW	7693	16609.95398586215	552.0105503897902	0	509.8
PNW	7694	16386.29586912819	1022.7634444561712	0	509.8
PNW	7695	16275.234568366364	1089.1081749864063	0	509.8
PNW	7696	16493.493576105397	384.6903116143853	0	509.8
PNW	7697	17969.57504676527	707.7675658453462	0	509.8
PNW	7698	19323.050849024068	1063.1898245169098	0	509.8
PNW	7699	19176.5659517672	1541.919234892793	0	509.8
PNW	7700	18670.782402567518	1676.3580167904165	0	509.8
PNW	7701	17700.367701195668	1592.5747939629514	0	509.8
PNW	7702	16353.157109465286	1084.029196263387	0	509.8
PNW	7703	15152.652240155594	654.8557517445307	0	509.8
PNW	7704	14180.910212533268	332.22877694190964	0	509.8
PNW	7705	13761.22817314679	63.019031805608904	0	509.8
PNW	7706	13510.725617174343	46.19844258986574	0	509.8
PNW	7707	13473.619080034085	22.702186732986732	0	509.8
PNW	7708	13644.67668637233	72.50237316079375	0	509.8
PNW	7709	14316.728140436226	51.36565231317497	0	509.8
PNW	7710	15798.725335942188	116.23105506903887	0	509.8
PNW	7711	18554.636744887284	237.73772634188987	0	509.8
PNW	7712	20296.52690149557	334.36211846094346	0	509.8
PNW	7713	19993.38122085796	731.0812780189294	0	509.8
PNW	7714	19294.53517101644	918.6634711184744	0	509.8
PNW	7715	18612.13361881156	1051.2305942122703	0	509.8
PNW	7716	18168.628451510933	1502.4927332306765	0	509.8
PNW	7717	17824.63504724381	1926.5809401017086	0	509.8
PNW	7718	17574.09913855192	1979.2671983249563	0	509.8
PNW	7719	17358.735140343462	2880.657777881946	0	509.8
PNW	7720	17633.304391536425	3286.824968477809	0	509.8
PNW	7721	19364.88638904749	3141.013294303797	0	509.8
PNW	7722	21673.278620846388	3356.971857494293	0	509.8
PNW	7723	21885.165649606824	3705.9169564093236	0	509.8
PNW	7724	21408.24247602461	3742.5803472437324	0	509.8
PNW	7725	20626.17287953201	3892.6873385625267	0	509.8
PNW	7726	18873.878764223904	4135.67747871811	0	509.8
PNW	7727	16546.251290998018	4288.735171871589	0	509.8
PNW	7728	15404.0754031886	3891.9690176638237	0	509.8
PNW	7729	14563.277773712212	0.31744173269358783	0	509.8
PNW	7730	14267.541569532745	0.7070293137266283	0	509.8
PNW	7731	14203.004570765594	0.1731500360146846	0	509.8
PNW	7732	14384.648387208159	0.02885833933578065	0	509.8
PNW	7733	15011.66831628292	0.0	0	509.8
PNW	7734	16840.95072503861	0.0	0	509.8
PNW	7735	20359.439802190944	0.0	0	509.8
PNW	7736	21806.603544973488	0.0	0	509.8
PNW	7737	21216.061500243202	0.31744173269358783	0	509.8
PNW	7738	20427.088218383764	0.3463000720293692	0	509.8
PNW	7739	19850.627649441918	0.2597250540220269	0	509.8
PNW	7740	19081.996470674785	0.24529588435413535	0	509.8
PNW	7741	18452.60920242305	0.1731500360146846	0	509.8
PNW	7742	17950.731471221286	0.2308667146862456	0	509.8
PNW	7743	17631.593832023373	0.4040167507009301	0	509.8
PNW	7744	17834.500698700933	0.10100418767523264	0	509.8
PNW	7745	19601.785917579662	0.0	0	509.8
PNW	7746	21570.50813240317	0.0	0	509.8
PNW	7747	21605.493937003583	0.0	0	509.8
PNW	7748	21172.433105431654	0.057716678671561474	0	509.8
PNW	7749	20278.715732180877	0.04328750900367115	0	509.8
PNW	7750	18442.82310618156	0.0	0	509.8
PNW	7751	16252.269827953947	0.0	0	509.8
PNW	7752	15073.385382831018	0.7503168227302995	0	509.8
PNW	7753	13813.405012735471	802.7651456310667	0	509.8
PNW	7754	13515.042029386035	932.7881991881771	0	509.8
PNW	7755	13429.085622802528	1230.5905220590878	0	509.8
PNW	7756	13579.176186820932	1376.6619316415918	0	509.8
PNW	7757	14134.516664723204	1248.6721490707464	0	509.8
PNW	7758	15678.010271095498	1155.7392965846047	0	509.8
PNW	7759	18808.687187493084	893.5862839420627	0	509.8
PNW	7760	20358.55490215167	711.4284937037213	0	509.8
PNW	7761	19908.29940189316	933.7952242278357	0	509.8
PNW	7762	19176.040766416932	623.9358213789448	0	509.8
PNW	7763	18452.782785600182	461.3901963992562	0	509.8
PNW	7764	17696.811979946735	346.51894274143746	0	509.8
PNW	7765	17072.52145091335	370.793200539878	0	509.8
PNW	7766	16585.64198160355	267.2185527030074	0	509.8
PNW	7767	16330.857960236179	328.18436927847483	0	509.8
PNW	7768	16691.82694934647	327.3550555458405	0	509.8
PNW	7769	18501.222157442546	235.45805261958617	0	509.8
PNW	7770	20410.563721658436	305.4342575784382	0	509.8
PNW	7771	20487.26205121939	385.7656885299303	0	509.8
PNW	7772	19968.654072189518	338.60683424450133	0	509.8
PNW	7773	19156.754564340226	428.7107249185363	0	509.8
PNW	7774	17376.454017786542	526.5025850579812	0	509.8
PNW	7775	15632.063593426277	519.5991022029172	0	509.8
PNW	7776	14488.168378067978	559.8993007555707	0	509.8
PNW	7777	13930.714270107715	0.31744173269358783	0	509.8
PNW	7778	13624.427425542051	0.7070293137266283	0	509.8
PNW	7779	13559.766978075022	0.1731500360146846	0	509.8
PNW	7780	13652.230521322901	0.02885833933578065	0	509.8
PNW	7781	14185.190417238597	0.0	0	509.8
PNW	7782	15595.543118932776	0.0	0	509.8
PNW	7783	18433.084373482587	0.0	0	509.8
PNW	7784	20070.85434919797	0.0	0	509.8
PNW	7785	19687.24042128355	0.31744173269358783	0	509.8
PNW	7786	19040.78548644143	0.3463000720293692	0	509.8
PNW	7787	18517.856721226708	0.2597250540220269	0	509.8
PNW	7788	17859.42584691838	0.24529588435413535	0	509.8
PNW	7789	17380.64491991897	0.1731500360146846	0	509.8
PNW	7790	17026.127257621665	0.2308667146862456	0	509.8
PNW	7791	16838.519716753126	0.4040167507009301	0	509.8
PNW	7792	17083.18873148177	0.10100418767523264	0	509.8
PNW	7793	18840.29315322254	0.0	0	509.8
PNW	7794	20664.90821981667	0.0	0	509.8
PNW	7795	20707.053449697007	0.0	0	509.8
PNW	7796	20193.7085156963	0.057716678671561474	0	509.8
PNW	7797	19381.59322610329	0.04328750900367115	0	509.8
PNW	7798	17753.680442961297	0.0	0	509.8
PNW	7799	15923.924495518306	0.0	0	509.8
PNW	7800	14798.015049589385	0.7503168227302995	0	509.8
PNW	7801	13960.308078585698	0.31744173269358783	0	509.8
PNW	7802	13634.403019063378	0.7070293137266283	0	509.8
PNW	7803	13551.82936637954	0.1731500360146846	0	509.8
PNW	7804	13673.933976774431	0.02885833933578065	0	509.8
PNW	7805	14190.452843380835	0.0	0	509.8
PNW	7806	15579.537347625075	0.0	0	509.8
PNW	7807	18266.216092709736	0.0	0	509.8
PNW	7808	20094.704455285348	0.0	0	509.8
PNW	7809	19806.024078749208	0.31744173269358783	0	509.8
PNW	7810	19216.807867169304	0.3463000720293692	0	509.8
PNW	7811	18862.928619661336	0.2597250540220269	0	509.8
PNW	7812	18263.714652035123	0.24529588435413535	0	509.8
PNW	7813	17561.409233279206	0.1731500360146846	0	509.8
PNW	7814	17091.995714062232	0.2308667146862456	0	509.8
PNW	7815	16683.58316201302	0.4040167507009301	0	509.8
PNW	7816	16788.909815124694	0.10100418767523264	0	509.8
PNW	7817	18498.663555409657	0.0	0	509.8
PNW	7818	20042.0351900356	0.0	0	509.8
PNW	7819	19815.51930372019	0.0	0	509.8
PNW	7820	19145.38964776104	0.057716678671561474	0	509.8
PNW	7821	18258.63309439969	0.04328750900367115	0	509.8
PNW	7822	16789.04662648258	0.0	0	509.8
PNW	7823	15524.120822052537	0.0	0	509.8
PNW	7824	14539.40066588394	0.7503168227302995	0	509.8
PNW	7825	14052.708640539719	454.9659335884663	0	509.8
PNW	7826	13686.508166580126	543.6255482381551	0	509.8
PNW	7827	13538.003087554209	602.6584500330769	0	509.8
PNW	7828	13587.593647917136	558.9020107596145	0	509.8
PNW	7829	13903.390821252202	549.0384680292235	0	509.8
PNW	7830	14650.689269822706	503.11284857714617	0	509.8
PNW	7831	15702.181303420732	505.9436115122078	0	509.8
PNW	7832	16917.64571799639	401.2777871778759	0	509.8
PNW	7833	17993.558901536482	279.3868532352559	0	509.8
PNW	7834	18437.50947867613	202.002146850432	0	509.8
PNW	7835	18196.226708541417	129.9100749856433	0	509.8
PNW	7836	17513.348127029538	75.44407280976053	0	509.8
PNW	7837	16792.202601695917	72.29255098738109	0	509.8
PNW	7838	16299.448719621721	81.07350975955876	0	509.8
PNW	7839	16054.139368120694	91.00922457028764	0	509.8
PNW	7840	16167.168763477222	87.47278391543811	0	509.8
PNW	7841	17518.823470489606	81.67494529189976	0	509.8
PNW	7842	19146.18038395564	45.03549261580371	0	509.8
PNW	7843	18912.44702283991	40.05560645390669	0	509.8
PNW	7844	18208.4542130972	26.751852432639044	0	509.8
PNW	7845	17387.658137689352	42.17265957363266	0	509.8
PNW	7846	16347.066746400313	49.31771365195709	0	509.8
PNW	7847	15454.505735234989	19.606798354314638	0	509.8
PNW	7848	14594.00970647623	4.330335832854777	0	509.8
PNW	7849	14101.658582787055	63.657290974093186	0	509.8
PNW	7850	13747.35023180946	46.66634218635006	0	509.8
PNW	7851	13652.384081308037	22.932115349974488	0	509.8
PNW	7852	13690.17288497796	73.23667997384491	0	509.8
PNW	7853	13976.350581002558	51.88588560770082	0	509.8
PNW	7854	14656.307962247889	117.40824764777054	0	509.8
PNW	7855	15598.650311274669	240.1455431423824	0	509.8
PNW	7856	16614.684829093294	337.7485508066485	0	509.8
PNW	7857	17463.85787142232	738.4856972115656	0	509.8
PNW	7858	18085.57974138679	927.9677299493883	0	509.8
PNW	7859	18072.268247435983	1061.877497944731	0	509.8
PNW	7860	17669.921515963124	1517.7100371956692	0	509.8
PNW	7861	17286.304445307604	1946.0934256733701	0	509.8
PNW	7862	16857.930451490545	1999.3132923383944	0	509.8
PNW	7863	16551.656214962695	2909.8331902188124	0	509.8
PNW	7864	16846.931283305803	3320.114057681926	0	509.8
PNW	7865	18402.356009304265	3172.825597285609	0	509.8
PNW	7866	20067.046402861437	3390.9713970778057	0	509.8
PNW	7867	19989.52614124755	3743.4506253232776	0	509.8
PNW	7868	19485.95425053589	3780.485344384687	0	509.8
PNW	7869	18648.390974418413	3932.1126250623934	0	509.8
PNW	7870	17020.292447924705	4177.563778666801	0	509.8
PNW	7871	15695.254756610086	4332.171646000417	0	509.8
PNW	7872	14652.599796004852	3931.387028982107	0	509.8
PNW	7873	14777.404435324046	433.48433887976125	0	509.8
PNW	7874	14494.165379917631	333.84511243575963	0	509.8
PNW	7875	14439.978174443815	262.2727570289397	0	509.8
PNW	7876	14661.699939330972	211.4677558889229	0	509.8
PNW	7877	15301.546687565206	139.22781882007624	0	509.8
PNW	7878	16867.748204942276	131.7532219921654	0	509.8
PNW	7879	19861.55128062901	247.65852918380767	0	509.8
PNW	7880	21764.577612629437	307.5112891842622	0	509.8
PNW	7881	21626.83568154645	341.9504209911692	0	509.8
PNW	7882	21184.045330429606	391.805466595599	0	509.8
PNW	7883	20527.316690876327	397.31733924103753	0	509.8
PNW	7884	19910.16964801638	525.7564316859903	0	509.8
PNW	7885	19331.36610877337	817.6442718721097	0	509.8
PNW	7886	18885.13546572279	1272.0359293127135	0	509.8
PNW	7887	18557.86930214532	1492.747032855779	0	509.8
PNW	7888	18876.00518413665	1432.6866338173122	0	509.8
PNW	7889	20660.63973759237	1679.0297900627536	0	509.8
PNW	7890	22331.47506669795	2249.3104700979998	0	509.8
PNW	7891	22362.887325303018	2194.1789563240386	0	509.8
PNW	7892	21904.844070830528	1858.8374789700104	0	509.8
PNW	7893	20903.276310082107	1806.2567154263793	0	509.8
PNW	7894	19134.097272197163	1719.2508806801513	0	509.8
PNW	7895	16945.88650139187	1656.7078146958954	0	509.8
PNW	7896	15736.718514026998	1549.7816102722375	0	509.8
PNW	7897	14988.958279188197	99.637285857476	0	509.8
PNW	7898	14657.848051411982	170.41262749473185	0	509.8
PNW	7899	14581.907685431805	255.1511045126191	0	509.8
PNW	7900	14748.974693553115	189.9418229092432	0	509.8
PNW	7901	15385.498925903745	167.58161401228344	0	509.8
PNW	7902	16961.14273616445	160.76798753603768	0	509.8
PNW	7903	20014.14061075761	131.11431933817235	0	509.8
PNW	7904	21849.10803271089	88.16928153115893	0	509.8
PNW	7905	21677.86559743372	71.375132668081	0	509.8
PNW	7906	21191.92649125015	57.220064340629655	0	509.8
PNW	7907	20617.621899904618	36.70721108644168	0	509.8
PNW	7908	19922.10242408193	18.137680749243867	0	509.8
PNW	7909	19379.14935772717	16.19435783225368	0	509.8
PNW	7910	18899.580801534437	31.20512801509397	0	509.8
PNW	7911	18544.197455376605	62.73814182421237	0	509.8
PNW	7912	19001.74050222676	38.26666776658457	0	509.8
PNW	7913	20719.0039200387	25.55109791311136	0	509.8
PNW	7914	22274.91020770476	18.2336473370559	0	509.8
PNW	7915	22238.609527623597	25.191223294616837	0	509.8
PNW	7916	21792.578116080633	44.144619868661785	0	509.8
PNW	7917	20935.25623792702	12.235737028813892	0	509.8
PNW	7918	19303.647795616336	10.89220514264786	0	509.8
PNW	7919	17055.292647078822	19.313271192539478	0	509.8
PNW	7920	15793.737962334983	19.913062223363735	0	509.8
PNW	7921	15461.018129002976	608.4915349697275	0	509.8
PNW	7922	15151.689354741768	595.2025649974213	0	509.8
PNW	7923	15057.196057775258	713.7767662935304	0	509.8
PNW	7924	15202.531321267881	697.873776648183	0	509.8
PNW	7925	15834.851339198847	639.899654300655	0	509.8
PNW	7926	17386.130400744492	912.2837265099606	0	509.8
PNW	7927	20570.95921385087	991.4207290843559	0	509.8
PNW	7928	22370.047687765054	1191.503269089641	0	509.8
PNW	7929	22555.884306781198	1272.4863975368817	0	509.8
PNW	7930	22219.822653623676	1216.3271472195565	0	509.8
PNW	7931	21609.270376599525	1177.1502660515148	0	509.8
PNW	7932	20735.309830825005	1243.214857184941	0	509.8
PNW	7933	20086.58383436935	1260.8207514228347	0	509.8
PNW	7934	19408.993984379667	1303.8388172748218	0	509.8
PNW	7935	18959.507929386094	1387.7423368336856	0	509.8
PNW	7936	19157.17611101616	1569.0372886528344	0	509.8
PNW	7937	20911.414757638722	1727.490336793875	0	509.8
PNW	7938	22545.315826255326	1754.812314895854	0	509.8
PNW	7939	22491.01027654752	1704.489286217749	0	509.8
PNW	7940	21994.278073438563	1638.2195125145865	0	509.8
PNW	7941	21207.652955904246	1651.2657843780698	0	509.8
PNW	7942	19795.14537121652	1821.4879077250007	0	509.8
PNW	7943	17695.77036557342	1968.541885359464	0	509.8
PNW	7944	16442.102806894378	1816.2678166172168	0	509.8
PNW	7945	14922.088254979448	3406.699304378333	0	509.8
PNW	7946	14538.581734623427	3741.2559205482976	0	509.8
PNW	7947	14424.794891390764	3526.156492766149	0	509.8
PNW	7948	14489.664237854651	3074.505488164443	0	509.8
PNW	7949	14924.631377463664	2641.969276429347	0	509.8
PNW	7950	15736.147055349995	2432.948038013663	0	509.8
PNW	7951	16743.623013824516	2640.047673879731	0	509.8
PNW	7952	18060.57013673313	2505.585623460651	0	509.8
PNW	7953	19563.481632980067	2410.101173510722	0	509.8
PNW	7954	20549.56122562011	2084.8882042774367	0	509.8
PNW	7955	20741.505383184776	2146.2328450305026	0	509.8
PNW	7956	20347.645320323747	2315.938471241305	0	509.8
PNW	7957	19432.259551543688	1916.06520344686	0	509.8
PNW	7958	18257.444606855504	1535.289069772533	0	509.8
PNW	7959	17359.119709160906	1211.1003553051855	0	509.8
PNW	7960	16982.259004474865	934.1018943572573	0	509.8
PNW	7961	17394.623851650143	661.0044600530886	0	509.8
PNW	7962	17780.777696766905	551.6859453424981	0	509.8
PNW	7963	17569.51695456653	387.01102407166803	0	509.8
PNW	7964	17434.438438143396	322.30468083306715	0	509.8
PNW	7965	17175.54771809762	272.46750395861574	0	509.8
PNW	7966	16603.575371062474	215.87020087184536	0	509.8
PNW	7967	15727.34666592255	104.81664692893033	0	509.8
PNW	7968	14869.154669557849	74.39311423339187	0	509.8
PNW	7969	13758.39353556729	3316.339092325049	0	509.8
PNW	7970	13476.162106225054	3303.5715726405683	0	509.8
PNW	7971	13416.2832331252	3520.9680277932794	0	509.8
PNW	7972	13578.353822146828	3247.468041609469	0	509.8
PNW	7973	14075.937319240897	2828.566924273885	0	509.8
PNW	7974	15007.853822389849	2205.904292121776	0	509.8
PNW	7975	16105.450778554597	1978.2608447177372	0	509.8
PNW	7976	16977.50020785082	1727.0358898698655	0	509.8
PNW	7977	17472.448435484574	1493.2852159266388	0	509.8
PNW	7978	18025.047855095934	1367.3626729121108	0	509.8
PNW	7979	18214.440703124932	1383.1442628800846	0	509.8
PNW	7980	18093.892094085477	1417.6022185730426	0	509.8
PNW	7981	17792.951889669952	1267.864368408257	0	509.8
PNW	7982	17491.56215703367	1087.9534907498817	0	509.8
PNW	7983	17300.12275757454	566.6276992475732	0	509.8
PNW	7984	17455.37697352713	256.7505854050586	0	509.8
PNW	7985	18859.24015445301	79.69042263022568	0	509.8
PNW	7986	19883.017698172232	53.68481666640014	0	509.8
PNW	7987	19547.249804421885	68.58542074172476	0	509.8
PNW	7988	18910.895309641644	90.73020183510042	0	509.8
PNW	7989	18115.967593328558	119.84505090709926	0	509.8
PNW	7990	16970.622566603994	99.53755158655748	0	509.8
PNW	7991	15869.051110403325	125.93842059040695	0	509.8
PNW	7992	14932.598281938828	117.91630539434247	0	509.8
PNW	7993	14033.426947342756	1193.0636419306102	0	509.8
PNW	7994	13719.467015636235	868.2890801616259	0	509.8
PNW	7995	13605.415222396616	760.8371552876523	0	509.8
PNW	7996	13707.585769362739	813.8322319469618	0	509.8
PNW	7997	14077.662451307031	820.7695672416628	0	509.8
PNW	7998	14859.1725337653	729.8251040040385	0	509.8
PNW	7999	15976.843796005856	839.4817899436302	0	509.8
PNW	8000	16986.591350856506	1148.3667017046134	0	509.8
PNW	8001	18221.46492262257	1033.9111076099139	0	509.8
PNW	8002	18689.69607996229	912.2228345758563	0	509.8
PNW	8003	18395.406529415595	939.616812531944	0	509.8
PNW	8004	17681.875458444232	867.8287464492786	0	509.8
PNW	8005	16910.09747462571	951.3432443426902	0	509.8
PNW	8006	16300.325001903855	1082.4176255775224	0	509.8
PNW	8007	16103.668834099682	1414.1981634484555	0	509.8
PNW	8008	16495.00967036518	1481.2236658461009	0	509.8
PNW	8009	18586.22584943061	1356.979301868933	0	509.8
PNW	8010	20128.57419249044	1288.3812828293835	0	509.8
PNW	8011	20081.79692065332	795.4349835616241	0	509.8
PNW	8012	19581.2791931	514.4286168127262	0	509.8
PNW	8013	18822.62101700673	455.1907424693829	0	509.8
PNW	8014	17536.6940654382	238.86550822369736	0	509.8
